	Latitude	Longitude	Analysis Type	Accelerometer Location	Direction	Value	Frequency(Hz)	Time	Speed	Route	Speed Bracket	Nearest Station	Exceedence Instance
98	-37.8749256963	144.727887486	Base Acceleration	Bogie 1	Vertical	-0.819300470588		1462.52	110.231573888	Werribee	110-120	Hoppers Crossing Station	1
99	-37.8743604963	144.730142686	Base Acceleration	Bogie 1	Vertical	-0.803135761824		1469.4	110.498306034	Werribee	110-120	Hoppers Crossing Station	1
100	-37.8731793963	144.734808486	Base Acceleration	Bogie 1	Vertical	0.847958892555		1483.13	110.76620073	Werribee	110-120	Aircraft Station	1
101	-37.8582079963	144.794106286	Base Acceleration	Bogie 1	Vertical	-0.813444221442		1906.56	102.301375258	Werribee	100-110	Westona Station	1
102	-37.8527164963	144.815813086	Base Acceleration	Bogie 1	Vertical	-0.865387771966		1973.71	114.266693436	Werribee	110-120	Westona Station	1
103	-37.8523976963	144.817055686	Base Acceleration	Bogie 1	Vertical	-0.949389915707		1977.24	115.081759392	Werribee	110-120	Westona Station	1
104	-37.8513985963	144.821041486	Base Acceleration	Bogie 1	Vertical	-0.873967275847		1989.06	113.145740299	Werribee	110-120	Westona Station	1
105	-37.8512600963	144.821584686	Base Acceleration	Bogie 1	Vertical	-0.952098896256		1990.37	112.940996296	Werribee	110-120	Westona Station	1
106	-37.8499863963	144.826647486	Base Acceleration	Bogie 1	Vertical	-0.845247904066		2005.86	108.524725052	Werribee	100-110	Altona Station	1
107	-37.8497887963	144.827430086	Base Acceleration	Bogie 1	Vertical	-0.820084508538		2008.04	108.514731105	Werribee	100-110	Altona Station	1
108	-37.8480108963	144.834470486	Base Acceleration	Bogie 1	Vertical	-0.884116996346		2029.65	109.696143145	Werribee	100-110	Altona Station	1
109	-37.8726928963	144.736914286	Base Acceleration	Bogie 2	Vertical	0.83635169693		182.48	85.1149713992	Werribee		Aircraft Station	1
110	-37.8728172963	144.736435486	Base Acceleration	Bogie 2	Vertical	0.800841637638		184.39	86.9532591268	Werribee		Aircraft Station	1
111	-37.8750351963	144.727668786	Base Acceleration	Bogie 2	Vertical	0.820269552583		215.27	100.953516729	Werribee	100-110	Hoppers Crossing Station	1
112	-37.8756897963	144.725077786	Base Acceleration	Bogie 2	Vertical	0.81228139247		223.91	103.070387129	Werribee	100-110	Hoppers Crossing Station	1
113	-37.8759417963	144.724086586	Base Acceleration	Bogie 2	Vertical	0.817551136197		227.13	102.805784128	Werribee	100-110	Hoppers Crossing Station	1
114	-37.8760674963	144.723593086	Base Acceleration	Bogie 2	Vertical	-1.24321623925		228.41	102.788942721	Werribee	100-110	Hoppers Crossing Station	1
115	-37.8762838963	144.722730486	Base Acceleration	Bogie 2	Vertical	0.84646139764		231.48	102.342850213	Werribee	100-110	Hoppers Crossing Station	1
116	-37.8764669963	144.721994486	Base Acceleration	Bogie 2	Vertical	-0.820789463389		233.7	101.769423955	Werribee	100-110	Hoppers Crossing Station	1
117	-37.8772281963	144.718972686	Base Acceleration	Bogie 2	Vertical	-0.853296366194		243.71	99.0691316383	Werribee	90-100	Hoppers Crossing Station	1
118	-37.8776146963	144.717437886	Base Acceleration	Bogie 2	Vertical	0.820566960566		248.9	97.5409225253	Werribee	90-100	Hoppers Crossing Station	1
119	-37.8777326963	144.716969386	Base Acceleration	Bogie 2	Vertical	0.870565876077		250.4	97.0917357394	Werribee	90-100	Hoppers Crossing Station	1
120	-37.8778508963	144.716504686	Base Acceleration	Bogie 2	Vertical	-0.846902243182		252.35	96.1568863841	Werribee	90-100	Hoppers Crossing Station	1
121	-37.8779981963	144.715930186	Base Acceleration	Bogie 2	Vertical	0.823873721246		254.17	95.2819762943	Werribee	90-100	Hoppers Crossing Station	1
122	-37.8873668963	144.691171386	Base Acceleration	Bogie 2	Vertical	0.813134681625		424.16	92.9407118763	Werribee	90-100	Hoppers Crossing Station	1
123	-37.8881436963	144.689237486	Base Acceleration	Bogie 2	Vertical	0.820973127446		431.94	97.7895094045	Werribee	90-100	Hoppers Crossing Station	1
124	-37.8883243963	144.688799686	Base Acceleration	Bogie 2	Vertical	0.808849961014		433.07	98.0973733193	Werribee	90-100	Hoppers Crossing Station	1
125	-37.8887307963	144.687798586	Base Acceleration	Bogie 2	Vertical	0.938017598498		436.49	100.182712265	Werribee	100-110	Hoppers Crossing Station	1
126	-37.8889135963	144.687347386	Base Acceleration	Bogie 2	Vertical	-0.8492217814		437.98	100.864647037	Werribee	100-110	Hoppers Crossing Station	1
127	-37.8893773963	144.686201486	Base Acceleration	Bogie 2	Vertical	-0.822875510944		442.25	102.470509229	Werribee	100-110	Hoppers Crossing Station	1
128	-37.8895615963	144.685741386	Base Acceleration	Bogie 2	Vertical	-0.817913491569		443.81	102.48645453	Werribee	100-110	Hoppers Crossing Station	1
129	-37.8899841963	144.684701086	Base Acceleration	Bogie 2	Vertical	-0.836548088209		447.28	103.440341181	Werribee	100-110	Hoppers Crossing Station	1
130	-37.8901721963	144.684234686	Base Acceleration	Bogie 2	Vertical	0.81903988967		449.14	103.140102322	Werribee	100-110	Hoppers Crossing Station	1
131	-37.8905012963	144.683419386	Base Acceleration	Bogie 2	Vertical	0.836133531152		451.9	103.826123483	Werribee	100-110	Hoppers Crossing Station	1
132	-37.8909253963	144.682371286	Base Acceleration	Bogie 2	Vertical	0.823139181839		455.47	103.078485502	Werribee	100-110	Hoppers Crossing Station	1
133	-37.8914880963	144.680990386	Base Acceleration	Bogie 2	Vertical	0.870711579736		460.15	102.47377384	Werribee	100-110	Hoppers Crossing Station	1
134	-37.8919057963	144.679960286	Base Acceleration	Bogie 2	Vertical	0.855228057467		463.95	100.239559797	Werribee	100-110	Werribee Station	1
135	-37.8904382963	144.683286486	Base Acceleration	Bogie 2	Vertical	0.862942557355		1219.99	99.3000819069	Werribee	90-100	Hoppers Crossing Station	1
136	-37.8894399963	144.685928986	Base Acceleration	Bogie 2	Vertical	0.850189148528		1229.27	98.6053909161	Werribee	90-100	Hoppers Crossing Station	1
137	-37.8868139963	144.692356586	Base Acceleration	Bogie 2	Vertical	0.810491724792		1253.6	90.0447064786	Werribee	90-100	Hoppers Crossing Station	1
138	-37.8785983963	144.713356086	Base Acceleration	Bogie 2	Vertical	0.802427755918		1417.17	98.0153518242	Werribee	90-100	Hoppers Crossing Station	1
139	-37.8775417963	144.717510386	Base Acceleration	Bogie 2	Vertical	0.845785107179		1430.75	104.28277778	Werribee	100-110	Hoppers Crossing Station	1
140	-37.8774309963	144.717955886	Base Acceleration	Bogie 2	Vertical	-1.08083187752		1432.01	105.360904782	Werribee	100-110	Hoppers Crossing Station	1
141	-37.8772544963	144.718656386	Base Acceleration	Bogie 2	Vertical	0.856978283545		1434.12	105.594688621	Werribee	100-110	Hoppers Crossing Station	1
142	-37.8765173963	144.721560186	Base Acceleration	Bogie 2	Vertical	0.819113670251		1443.14	108.168486253	Werribee	100-110	Hoppers Crossing Station	1
143	-37.8749256963	144.727887486	Base Acceleration	Bogie 2	Vertical	0.864464250689		1462.31	110.391787831	Werribee	110-120	Hoppers Crossing Station	1
144	-37.8746004963	144.729201386	Base Acceleration	Bogie 2	Vertical	0.806627198234		1466.32	110.499000348	Werribee	110-120	Hoppers Crossing Station	1
145	-37.8743604963	144.730142686	Base Acceleration	Bogie 2	Vertical	0.875771273588		1469.19	110.55289359	Werribee	110-120	Hoppers Crossing Station	1
146	-37.8731793963	144.734808486	Base Acceleration	Bogie 2	Vertical	-0.832221942996		1483.11	110.762137501	Werribee	110-120	Aircraft Station	1
147	-37.8618861963	144.779494486	Base Acceleration	Bogie 2	Vertical	0.808533067742		1854.04	80.0477250137	Werribee		Laverton Station	1
148	-37.8582821963	144.793870086	Base Acceleration	Bogie 2	Vertical	0.923890617519		1906.37	102.10970004	Werribee	100-110	Westona Station	1
149	-37.8574423963	144.797136786	Base Acceleration	Bogie 2	Vertical	0.841872826861		1916.62	103.156080753	Werribee	100-110	Westona Station	1
150	-37.8565036963	144.800806386	Base Acceleration	Bogie 2	Vertical	-0.803441538569		1928.29	105.075970035	Werribee	100-110	Westona Station	1
151	-37.8527164963	144.815813086	Base Acceleration	Bogie 2	Vertical	0.901690840561		1973.69	114.269198256	Werribee	110-120	Westona Station	1
152	-37.8523976963	144.817055686	Base Acceleration	Bogie 2	Vertical	0.91235251599		1977.22	115.05588768	Werribee	110-120	Westona Station	1
153	-37.8515686963	144.820359586	Base Acceleration	Bogie 2	Vertical	0.81485915152		1987.17	113.57550904	Werribee	110-120	Westona Station	1
154	-37.8513985963	144.821041486	Base Acceleration	Bogie 2	Vertical	0.885825562664		1989.04	113.145071107	Werribee	110-120	Westona Station	1
155	-37.8512600963	144.821584686	Base Acceleration	Bogie 2	Vertical	1.1585658782		1990.37	112.940996296	Werribee	110-120	Westona Station	1
156	-37.8500522963	144.826386686	Base Acceleration	Bogie 2	Vertical	-0.829438817395		2005.17	108.94869368	Werribee	100-110	Altona Station	1
157	-37.8499213963	144.826908986	Base Acceleration	Bogie 2	Vertical	-1.09238613738		2006.37	108.387783673	Werribee	100-110	Altona Station	1
158	-37.8497887963	144.827430086	Base Acceleration	Bogie 2	Vertical	0.954305980825		2008.03	108.517522243	Werribee	100-110	Altona Station	1
159	-37.8490950463	144.830178486	Base Acceleration	Bogie 2	Vertical	0.818956482522		2016.57	109.240348445	Werribee	100-110	Altona Station	1
160	-37.8485426963	144.832347986	Base Acceleration	Bogie 2	Vertical	0.866015093618		2022.97	111.100531632	Werribee	110-120	Altona Station	1
161	-37.8482731963	144.833417386	Base Acceleration	Bogie 2	Vertical	-0.829579928201		2026.53	110.135906692	Werribee	110-120	Altona Station	1
162	-37.8480108963	144.834470486	Base Acceleration	Bogie 2	Vertical	-0.864769044487		2029.54	109.634463205	Werribee	100-110	Altona Station	1
163	-37.8474472963	144.836692986	Base Acceleration	Bogie 2	Vertical	0.802338333098		2036.4	108.101813093	Werribee	100-110	Altona Station	1
164	-37.8466812963	144.840044086	Base Acceleration	Bogie 2	Vertical	-0.810448046619		2046.63	104.110992807	Werribee	100-110	Seaholme Station	1
0	-37.8751381963	144.727313086	Fourier Analysis	Bogie 1	Vertical	0.209568514291	10.15625	1516.65	102.463032648	Werribee	100-110	Hoppers Crossing Station	1
1	-37.8757459463	144.724886136	Fourier Analysis	Bogie 1	Vertical	0.218194435165	9.765625	1524.33	105.89673882	Werribee	100-110	Hoppers Crossing Station	1
2	-37.8896559963	144.685519986	Fourier Analysis	Bogie 1	Vertical	0.200322860351	9.765625	1731.69	103.883178363	Werribee	100-110	Hoppers Crossing Station	1
3	-37.8496347963	144.828235186	Fourier Analysis	Bogie 2	Vertical	0.346678487622	10.9375	966.249999999	108.508926817	Werribee	100-110	Altona Station	1
4	-37.8520144963	144.818809686	Fourier Analysis	Bogie 2	Vertical	0.23669411223	9.765625	994.409999999	113.310773689	Werribee	110-120	Westona Station	1
5	-37.8533440963	144.813543986	Fourier Analysis	Bogie 2	Vertical	0.218917898635	9.765625	1009.77	114.306453575	Werribee	110-120	Westona Station	1
6	-37.8560182963	144.802917986	Fourier Analysis	Bogie 2	Vertical	0.221983435494	8.984375	1040.49	113.143605009	Werribee	110-120	Westona Station	1
7	-37.8564497963	144.801222386	Fourier Analysis	Bogie 2	Vertical	0.260964205107	9.765625	1045.61	112.488280303	Werribee	110-120	Westona Station	1
8	-37.8568922963	144.799475186	Fourier Analysis	Bogie 2	Vertical	0.214762276201	10.15625	1050.73	111.376150126	Werribee	110-120	Westona Station	1
9	-37.8590696963	144.790845286	Fourier Analysis	Bogie 2	Vertical	0.202416319237	10.15625	1076.33	111.002733917	Werribee	110-120	Laverton Station	1
10	-37.8595019963	144.789116686	Fourier Analysis	Bogie 2	Vertical	0.202755700036	9.765625	1081.45	109.684263111	Werribee	100-110	Laverton Station	1
11	-37.8751381963	144.727313086	Fourier Analysis	Bogie 2	Vertical	0.273259503681	10.15625	1516.65	102.463032648	Werribee	100-110	Hoppers Crossing Station	1
12	-37.8757459463	144.724886136	Fourier Analysis	Bogie 2	Vertical	0.277495005539	10.546875	1524.33	105.89673882	Werribee	100-110	Hoppers Crossing Station	1
13	-37.8776535963	144.717338586	Fourier Analysis	Bogie 2	Vertical	0.238521179374	10.9375	1547.37	110.544576874	Werribee	110-120	Hoppers Crossing Station	1
14	-37.8778629963	144.716507386	Fourier Analysis	Bogie 2	Vertical	0.257870726323	9.765625	1549.93	110.423167102	Werribee	110-120	Hoppers Crossing Station	1
15	-37.8782891963	144.714825786	Fourier Analysis	Bogie 2	Vertical	0.224640727742	9.765625	1555.05	108.174564955	Werribee	100-110	Hoppers Crossing Station	1
16	-37.8881807963	144.689163286	Fourier Analysis	Bogie 2	Vertical	0.225255960395	10.15625	1718.89	98.1444903884	Werribee	90-100	Hoppers Crossing Station	1
17	-37.8884705963	144.688444286	Fourier Analysis	Bogie 2	Vertical	0.201018574788	8.984375	1721.45	99.7267069598	Werribee	90-100	Hoppers Crossing Station	1
18	-37.8887691963	144.687707586	Fourier Analysis	Bogie 2	Vertical	0.235372014081	10.15625	1724.01	101.164601846	Werribee	100-110	Hoppers Crossing Station	1
19	-37.8893628463	144.686243186	Fourier Analysis	Bogie 2	Vertical	0.202718553439	10.9375	1729.13	103.179912465	Werribee	100-110	Hoppers Crossing Station	1
20	-37.8896559963	144.685519986	Fourier Analysis	Bogie 2	Vertical	0.26477135647	9.765625	1731.69	103.883178363	Werribee	100-110	Hoppers Crossing Station	1
21	-37.8506095963	144.824369286	Average Peak to Peak	Bogie 2	Vertical	0.500366990554		977.869999999	112.11307577	Werribee	110-120	Altona Station	1
22	-37.8507275963	144.823895986	Average Peak to Peak	Bogie 2	Vertical	0.506690522776		979.289999999	111.8752312	Werribee	110-120	Altona Station	1
23	-37.8522922963	144.817715986	Average Peak to Peak	Bogie 2	Vertical	0.500772316053		997.469999999	113.624816438	Werribee	110-120	Westona Station	1
24	-37.8530141963	144.814844586	Average Peak to Peak	Bogie 2	Vertical	0.502668733493		1005.95	114.100945172	Werribee	110-120	Westona Station	1
25	-37.8533942963	144.813339486	Average Peak to Peak	Bogie 2	Vertical	0.503543546782		1010.28	114.020650211	Werribee	110-120	Westona Station	1
26	-37.8535152963	144.812858486	Average Peak to Peak	Bogie 2	Vertical	0.627598204956		1011.66	113.676133697	Werribee	110-120	Westona Station	1
27	-37.8536361963	144.812376786	Average Peak to Peak	Bogie 2	Vertical	0.538193502251		1013.1	113.700786225	Werribee	110-120	Westona Station	1
28	-37.8537498963	144.811930286	Average Peak to Peak	Bogie 2	Vertical	0.566160111329		1014.43	114.176961099	Werribee	110-120	Westona Station	1
29	-37.8538625963	144.811484686	Average Peak to Peak	Bogie 2	Vertical	0.591300525137		1015.64	113.979489354	Werribee	110-120	Westona Station	1
30	-37.8558977963	144.803393986	Average Peak to Peak	Bogie 2	Vertical	0.503424034565		1039.04	114.347683194	Werribee	110-120	Westona Station	1
31	-37.8560182963	144.802917986	Average Peak to Peak	Bogie 2	Vertical	0.565850720995		1040.45	113.17702946	Werribee	110-120	Westona Station	1
32	-37.8561408963	144.802443186	Average Peak to Peak	Bogie 2	Vertical	0.645597181074		1041.86	112.735949549	Werribee	110-120	Westona Station	1
33	-37.8562646963	144.801967486	Average Peak to Peak	Bogie 2	Vertical	0.566796854908		1043.24	112.711592439	Werribee	110-120	Westona Station	1
34	-37.8565332963	144.800885186	Average Peak to Peak	Bogie 2	Vertical	0.500701877644		1046.54	112.020796848	Werribee	110-120	Westona Station	1
35	-37.8568239963	144.799744186	Average Peak to Peak	Bogie 2	Vertical	0.502559894528		1049.88	111.243697752	Werribee	110-120	Westona Station	1
36	-37.8569425963	144.799275286	Average Peak to Peak	Bogie 2	Vertical	0.510233937599		1051.25	111.107769208	Werribee	110-120	Westona Station	1
37	-37.8570591963	144.798807086	Average Peak to Peak	Bogie 2	Vertical	0.526654593079		1052.66	111.293134333	Werribee	110-120	Westona Station	1
38	-37.8752661963	144.726813886	Average Peak to Peak	Bogie 2	Vertical	0.506243688903		1518.31	103.003589656	Werribee	100-110	Hoppers Crossing Station	1
39	-37.8755322963	144.725742786	Average Peak to Peak	Bogie 2	Vertical	0.512287726597		1521.54	104.954084022	Werribee	100-110	Hoppers Crossing Station	1
40	-37.8756429963	144.725298786	Average Peak to Peak	Bogie 2	Vertical	0.593305515871		1523.03	105.492447557	Werribee	100-110	Hoppers Crossing Station	1
41	-37.8757864963	144.724727186	Average Peak to Peak	Bogie 2	Vertical	0.504822274034		1524.89	106.648149004	Werribee	100-110	Hoppers Crossing Station	1
42	-37.8759004963	144.724281286	Average Peak to Peak	Bogie 2	Vertical	0.656440020024		1526.2	106.676778417	Werribee	100-110	Hoppers Crossing Station	1
43	-37.8760106963	144.723833286	Average Peak to Peak	Bogie 2	Vertical	0.548315809507		1527.62	107.031609974	Werribee	100-110	Hoppers Crossing Station	1
44	-37.8761253963	144.723385586	Average Peak to Peak	Bogie 2	Vertical	0.528579901343		1528.97	107.178403562	Werribee	100-110	Hoppers Crossing Station	1
45	-37.8762399963	144.722932986	Average Peak to Peak	Bogie 2	Vertical	0.567622486196		1530.35	107.849092025	Werribee	100-110	Hoppers Crossing Station	1
46	-37.8773700963	144.718461186	Average Peak to Peak	Bogie 2	Vertical	0.502484808777		1544.03	110.584801688	Werribee	110-120	Hoppers Crossing Station	1
47	-37.8774889963	144.717999086	Average Peak to Peak	Bogie 2	Vertical	0.558498412066		1545.4	110.265730511	Werribee	110-120	Hoppers Crossing Station	1
48	-37.8776049963	144.717537186	Average Peak to Peak	Bogie 2	Vertical	0.612219412918		1546.76	110.533350303	Werribee	110-120	Hoppers Crossing Station	1
49	-37.8777202963	144.717073986	Average Peak to Peak	Bogie 2	Vertical	0.692625381159		1548.18	110.40148049	Werribee	110-120	Hoppers Crossing Station	1
50	-37.8778378963	144.716606486	Average Peak to Peak	Bogie 2	Vertical	0.604231851842		1549.6	110.527280135	Werribee	110-120	Hoppers Crossing Station	1
51	-37.8779557963	144.716143586	Average Peak to Peak	Bogie 2	Vertical	0.635879758189		1550.98	109.964624782	Werribee	100-110	Hoppers Crossing Station	1
52	-37.8780746963	144.715682386	Average Peak to Peak	Bogie 2	Vertical	0.584686408234		1552.36	109.592010203	Werribee	100-110	Hoppers Crossing Station	1
53	-37.8872218963	144.691527786	Average Peak to Peak	Bogie 2	Vertical	0.50723604346		1709.94	92.8713719542	Werribee	90-100	Hoppers Crossing Station	1
54	-37.8873915963	144.691110186	Average Peak to Peak	Bogie 2	Vertical	0.520358111677		1711.6	93.963948982	Werribee	90-100	Hoppers Crossing Station	1
55	-37.8880485963	144.689497686	Average Peak to Peak	Bogie 2	Vertical	0.506305266964		1717.72	97.4427504471	Werribee	90-100	Hoppers Crossing Station	1
56	-37.8882253963	144.689053486	Average Peak to Peak	Bogie 2	Vertical	0.569199054763		1719.21	98.3551503428	Werribee	90-100	Hoppers Crossing Station	1
57	-37.8884015963	144.688614386	Average Peak to Peak	Bogie 2	Vertical	0.530369004704		1720.74	98.9877590008	Werribee	90-100	Hoppers Crossing Station	1
58	-37.8885841963	144.688163886	Average Peak to Peak	Bogie 2	Vertical	0.709243411177		1722.36	99.9897148926	Werribee	90-100	Hoppers Crossing Station	1
59	-37.8887691963	144.687707586	Average Peak to Peak	Bogie 2	Vertical	0.569350107429		1723.94	101.132285578	Werribee	100-110	Hoppers Crossing Station	1
60	-37.8889574963	144.687249786	Average Peak to Peak	Bogie 2	Vertical	0.575355453853		1725.61	101.652119499	Werribee	100-110	Hoppers Crossing Station	1
61	-37.8891414963	144.686791286	Average Peak to Peak	Bogie 2	Vertical	0.635945780614		1727.19	102.394713706	Werribee	100-110	Hoppers Crossing Station	1
62	-37.8893274963	144.686329386	Average Peak to Peak	Bogie 2	Vertical	0.534379965835		1728.82	103.01509705	Werribee	100-110	Hoppers Crossing Station	1
63	-37.8895151963	144.685869886	Average Peak to Peak	Bogie 2	Vertical	0.55837526607		1730.39	103.27884578	Werribee	100-110	Hoppers Crossing Station	1
64	-37.8480923963	144.834346286	Base Acceleration	Bogie 1	Vertical	-0.837577961362		947.319999999	106.122208354	Werribee	100-110	Altona Station	1
65	-37.8495742963	144.828546886	Base Acceleration	Bogie 1	Vertical	-0.831022538195		965.329999999	109.271985584	Werribee	100-110	Altona Station	1
66	-37.8507534963	144.823796186	Base Acceleration	Bogie 1	Vertical	-0.877988090233		979.629999999	111.755326615	Werribee	110-120	Altona Station	1
67	-37.8520308963	144.818742086	Base Acceleration	Bogie 1	Vertical	-0.810068028169		994.459999999	113.310644468	Werribee	110-120	Westona Station	1
68	-37.8527716963	144.815804186	Base Acceleration	Bogie 1	Vertical	-0.806255185184		1003.17	113.906074823	Werribee	110-120	Westona Station	1
69	-37.8532756963	144.813817086	Base Acceleration	Bogie 1	Vertical	-0.80068793385		1008.97	114.193140056	Werribee	110-120	Westona Station	1
70	-37.8534451963	144.813134286	Base Acceleration	Bogie 1	Vertical	-0.820552265846		1010.86	114.195506048	Werribee	110-120	Westona Station	1
71	-37.8536027963	144.812514186	Base Acceleration	Bogie 1	Vertical	-0.845699205096		1012.8	113.988366996	Werribee	110-120	Westona Station	1
72	-37.8537498963	144.811930286	Base Acceleration	Bogie 1	Vertical	-0.835426297311		1014.43	114.176961099	Werribee	110-120	Westona Station	1
73	-37.8539684963	144.811073686	Base Acceleration	Bogie 1	Vertical	-0.81581912514		1016.93	114.08299219	Werribee	110-120	Westona Station	1
74	-37.8544504963	144.809227086	Base Acceleration	Bogie 1	Vertical	-0.843748810529		1022.33	114.965689685	Werribee	110-120	Westona Station	1
75	-37.8552571963	144.805964186	Base Acceleration	Bogie 1	Vertical	-0.808872948491		1031.64	115.396517425	Werribee	110-120	Westona Station	1
76	-37.8558638963	144.803532286	Base Acceleration	Bogie 1	Vertical	-0.861070614452		1038.83	114.51756806	Werribee	110-120	Westona Station	1
77	-37.8563496963	144.801628586	Base Acceleration	Bogie 1	Vertical	-0.802372695409		1044.42	112.352054018	Werribee	110-120	Westona Station	1
78	-37.8568067963	144.799811686	Base Acceleration	Bogie 1	Vertical	-0.834423298472		1049.78	111.273418586	Werribee	110-120	Westona Station	1
79	-37.8572291963	144.798138186	Base Acceleration	Bogie 1	Vertical	-0.802293006906		1054.62	111.198218021	Werribee	110-120	Westona Station	1
80	-37.8582512963	144.794090786	Base Acceleration	Bogie 1	Vertical	-0.896039370274		1066.74	112.611939835	Werribee	110-120	Westona Station	1
81	-37.8591879963	144.790378986	Base Acceleration	Bogie 1	Vertical	-0.840369514221		1077.78	110.761868551	Werribee	110-120	Laverton Station	1
82	-37.8595695963	144.788855886	Base Acceleration	Bogie 1	Vertical	-0.814344247995		1082.2	109.478952715	Werribee	100-110	Laverton Station	1
83	-37.8607483963	144.784183486	Base Acceleration	Bogie 1	Vertical	-0.806010701012		1096.76	106.072967507	Werribee	100-110	Laverton Station	1
84	-37.8751225963	144.727375186	Base Acceleration	Bogie 1	Vertical	-0.823426631497		1516.38	102.422704129	Werribee	100-110	Hoppers Crossing Station	1
85	-37.8757380963	144.724917686	Base Acceleration	Bogie 1	Vertical	-0.847823663007		1524.31	105.856658157	Werribee	100-110	Hoppers Crossing Station	1
86	-37.8760264963	144.723768486	Base Acceleration	Bogie 1	Vertical	-0.802827514926		1527.82	107.112061997	Werribee	100-110	Hoppers Crossing Station	1
87	-37.8774723963	144.718064486	Base Acceleration	Bogie 1	Vertical	-0.819231034094		1545.22	110.136459857	Werribee	110-120	Hoppers Crossing Station	1
88	-37.8777541963	144.716940486	Base Acceleration	Bogie 1	Vertical	-0.838617684573		1548.56	110.258699226	Werribee	110-120	Hoppers Crossing Station	1
89	-37.8779215963	144.716274586	Base Acceleration	Bogie 1	Vertical	-0.833363911272		1550.59	110.259094705	Werribee	110-120	Hoppers Crossing Station	1
90	-37.8780746963	144.715682386	Base Acceleration	Bogie 1	Vertical	-0.819968058721		1552.46	109.549099892	Werribee	100-110	Hoppers Crossing Station	1
91	-37.8782733963	144.714891786	Base Acceleration	Bogie 1	Vertical	-0.809399013859		1554.74	108.308135703	Werribee	100-110	Hoppers Crossing Station	1
92	-37.8874781963	144.690899086	Base Acceleration	Bogie 1	Vertical	-0.801735202979		1712.65	94.561819379	Werribee	90-100	Hoppers Crossing Station	1
93	-37.8882916963	144.688886986	Base Acceleration	Bogie 1	Vertical	-0.895449330389		1719.78	98.8587049461	Werribee	90-100	Hoppers Crossing Station	1
94	-37.8887927963	144.687650386	Base Acceleration	Bogie 1	Vertical	-0.818584506877		1724.15	101.2036707	Werribee	100-110	Hoppers Crossing Station	1
95	-37.8896559963	144.685519986	Base Acceleration	Bogie 1	Vertical	-0.854017598594		1731.68	103.879982271	Werribee	100-110	Hoppers Crossing Station	1
96	-37.8465070963	144.842485386	Base Acceleration	Bogie 2	Vertical	0.802413145924		921.249999999	98.5592567333	Werribee	90-100	Seaholme Station	1
97	-37.8469467963	144.838874686	Base Acceleration	Bogie 2	Vertical	0.801207500287		932.939999999	102.001763687	Werribee	100-110	Seaholme Station	1
98	-37.8480764963	144.834410786	Base Acceleration	Bogie 2	Vertical	-0.81996342836		947.219999999	106.070630658	Werribee	100-110	Altona Station	1
99	-37.8483836963	144.833196086	Base Acceleration	Bogie 2	Vertical	0.950346200043		950.969999999	106.970634371	Werribee	100-110	Altona Station	1
100	-37.8487895963	144.831582786	Base Acceleration	Bogie 2	Vertical	0.813418330182		955.859999999	107.875955411	Werribee	100-110	Altona Station	1
101	-37.8495196963	144.828670686	Base Acceleration	Bogie 2	Vertical	0.884376173295		964.909999999	108.645385919	Werribee	100-110	Altona Station	1
102	-37.8496347963	144.828235186	Base Acceleration	Bogie 2	Vertical	0.824531909918		966.289999999	108.564601424	Werribee	100-110	Altona Station	1
103	-37.8504399963	144.825041786	Base Acceleration	Bogie 2	Vertical	0.808203001702		975.889999999	111.101542733	Werribee	110-120	Altona Station	1
104	-37.8507450963	144.823830186	Base Acceleration	Bogie 2	Vertical	0.884366600283		979.619999999	111.756597349	Werribee	110-120	Altona Station	1
105	-37.8520144963	144.818809686	Base Acceleration	Bogie 2	Vertical	0.905703846914		994.279999999	113.331609295	Werribee	110-120	Westona Station	1
106	-37.8524155963	144.817238386	Base Acceleration	Bogie 2	Vertical	0.814916796036		998.949999999	113.749634475	Werribee	110-120	Westona Station	1
107	-37.8527548963	144.815872286	Base Acceleration	Bogie 2	Vertical	0.890020653497		1002.98	113.838885457	Werribee	110-120	Westona Station	1
108	-37.8528749963	144.815393186	Base Acceleration	Bogie 2	Vertical	0.809670477979		1004.31	113.933458759	Werribee	110-120	Westona Station	1
109	-37.8532756963	144.813817086	Base Acceleration	Bogie 2	Vertical	-0.894932892432		1008.85	114.103967381	Werribee	110-120	Westona Station	1
110	-37.8534451963	144.813134286	Base Acceleration	Bogie 2	Vertical	-0.885004012295		1010.94	114.179900876	Werribee	110-120	Westona Station	1
111	-37.8535854963	144.812583286	Base Acceleration	Bogie 2	Vertical	0.855104993555		1012.6	114.219821976	Werribee	110-120	Westona Station	1
112	-37.8537067963	144.812101886	Base Acceleration	Bogie 2	Vertical	0.885288551203		1013.84	114.135729432	Werribee	110-120	Westona Station	1
113	-37.8539504963	144.811141986	Base Acceleration	Bogie 2	Vertical	0.810407755925		1016.71	114.104839696	Werribee	110-120	Westona Station	1
114	-37.8540899963	144.810593186	Base Acceleration	Bogie 2	Vertical	0.80941414351		1018.37	114.106482213	Werribee	110-120	Westona Station	1
115	-37.8544311963	144.809296086	Base Acceleration	Bogie 2	Vertical	-0.844785493952		1022.21	114.90370928	Werribee	110-120	Westona Station	1
116	-37.8552079963	144.806172986	Base Acceleration	Bogie 2	Vertical	0.807063065673		1031.06	115.502741374	Werribee	110-120	Westona Station	1
