	Latitude	Longitude	Analysis Type	Accelerometer Location	Direction	Value	Frequency(Hz)	Time	Speed	Route	Speed Bracket	Nearest Station	Exceedence Instance
0	-37.8196462963	144.979432286	Base Acceleration	Bogie 2	Lateral	0.514189727456		1933.72	40.6948086557	Sandringham		Jolimont/MCG Station	1
0	-37.8196358963	144.979431586	Base Acceleration	Bogie 2	Lateral	0.502912209644		2070.97	39.8548455658	Sandringham	30-40	Jolimont/MCG Station	1
0	-37.6796628963	144.757286786	Fourier Analysis	Bogie 1	Vertical	0.226191892111	9.765625	510.57	90.7302283542	Sunbury	90-100	Sydenham Station	1
1	-37.6561240963	144.738834986	Fourier Analysis	Bogie 1	Vertical	0.219104748666	10.15625	623.21	95.812691767	Sunbury	90-100	Sydenham Station	1
2	-37.6428732963	144.728453086	Fourier Analysis	Bogie 1	Vertical	0.26828591822	9.765625	687.21	97.4730760191	Sunbury	90-100	Sydenham Station	1
3	-37.6844364963	144.761024486	Fourier Analysis	Bogie 2	Vertical	0.216864393403	10.15625	484.97	84.4552637558	Sunbury		Sydenham Station	1
4	-37.6796628963	144.757286786	Fourier Analysis	Bogie 2	Vertical	0.267692982435	9.765625	510.57	90.7302283542	Sunbury	90-100	Sydenham Station	1
5	-37.6636490963	144.744727386	Fourier Analysis	Bogie 2	Vertical	0.216269925966	9.765625	587.37	101.201872703	Sunbury	100-110	Sydenham Station	1
6	-37.6625515963	144.743870936	Fourier Analysis	Bogie 2	Vertical	0.20231021217	8.59375	592.49	101.102185664	Sunbury	100-110	Sydenham Station	1
7	-37.6582166963	144.740496286	Fourier Analysis	Bogie 2	Vertical	0.226890532057	10.15625	612.97	97.5832724589	Sunbury	90-100	Sydenham Station	1
8	-37.6561240963	144.738834986	Fourier Analysis	Bogie 2	Vertical	0.306061509718	9.765625	623.21	95.812691767	Sunbury	90-100	Sydenham Station	1
9	-37.6535210963	144.736794486	Fourier Analysis	Bogie 2	Vertical	0.201509322612	9.765625	636.01	95.8753066495	Sunbury	90-100	Sydenham Station	1
10	-37.6428732963	144.728453086	Fourier Analysis	Bogie 2	Vertical	0.434543149182	10.15625	687.21	97.4730760191	Sunbury	90-100	Sydenham Station	1
11	-37.6077134963	144.718021086	Fourier Analysis	Bogie 2	Vertical	0.261669461357	10.15625	1414.25	99.168719173	Sunbury	90-100	Sydenham Station	1
12	-37.6082044963	144.718016286	Fourier Analysis	Bogie 2	Vertical	0.213661055698	10.15625	1416.81	100.724617008	Sunbury	100-110	Sydenham Station	1
13	-37.6880650963	144.763930686	Fourier Analysis	Bogie 2	Vertical	0.245952652207	10.546875	1823.85	112.944015563	Sunbury	110-120	Sydenham Station	1
14	-37.6644218963	144.745332786	Average Peak to Peak	Bogie 1	Vertical	0.500616521338		583.88	100.083823556	Sunbury	100-110	Sydenham Station	1
15	-37.6841471963	144.760801386	Average Peak to Peak	Bogie 2	Vertical	0.502215697603		486.64	85.2321782137	Sunbury		Sydenham Station	1
16	-37.6730804963	144.752122686	Average Peak to Peak	Bogie 2	Vertical	0.501252144376		543.01	100.039108527	Sunbury	100-110	Sydenham Station	1
17	-37.6726978963	144.751821986	Average Peak to Peak	Bogie 2	Vertical	0.503392388844		544.77	100.453417746	Sunbury	100-110	Sydenham Station	1
18	-37.6646744963	144.745532486	Average Peak to Peak	Bogie 2	Vertical	0.504945877286		582.54	100.228307925	Sunbury	100-110	Sydenham Station	1
19	-37.6642947963	144.745231786	Average Peak to Peak	Bogie 2	Vertical	0.630210737428		584.36	100.403547199	Sunbury	100-110	Sydenham Station	1
20	-37.6639084963	144.744928386	Average Peak to Peak	Bogie 2	Vertical	0.562878863599		586.17	100.949537388	Sunbury	100-110	Sydenham Station	1
21	-37.6583000963	144.740559286	Average Peak to Peak	Bogie 2	Vertical	0.506773094773		612.57	97.6092423678	Sunbury	90-100	Sydenham Station	1
22	-37.6579303963	144.740259286	Average Peak to Peak	Bogie 2	Vertical	0.559509751347		614.3	97.8132716615	Sunbury	90-100	Sydenham Station	1
23	-37.6564067963	144.739061286	Average Peak to Peak	Bogie 2	Vertical	0.502713590516		621.85	96.6704546029	Sunbury	90-100	Sydenham Station	1
24	-37.6560432963	144.738770086	Average Peak to Peak	Bogie 2	Vertical	0.500912665168		623.54	95.8439874294	Sunbury	90-100	Sydenham Station	1
25	-37.6433717963	144.728844786	Average Peak to Peak	Bogie 2	Vertical	0.505997007954		684.77	98.1236818875	Sunbury	90-100	Sydenham Station	1
26	-37.6429979963	144.728550586	Average Peak to Peak	Bogie 2	Vertical	0.634114569129		686.53	97.6562645467	Sunbury	90-100	Sydenham Station	1
27	-37.6426250963	144.728257886	Average Peak to Peak	Bogie 2	Vertical	0.659300803913		688.28	97.1025272615	Sunbury	90-100	Sydenham Station	1
28	-37.6422573963	144.727967786	Average Peak to Peak	Bogie 2	Vertical	0.536886564392		690.15	97.2402634871	Sunbury	90-100	Sydenham Station	1
29	-37.6404973963	144.726590186	Average Peak to Peak	Bogie 2	Vertical	0.501077519712		698.76	95.8584136467	Sunbury	90-100	Sydenham Station	1
30	-37.5984884963	144.718220686	Average Peak to Peak	Bogie 2	Vertical	0.507774178341		1375.78	94.042360447	Sunbury	90-100	Sydenham Station	1
31	-37.5990063963	144.718206786	Average Peak to Peak	Bogie 2	Vertical	0.502743234077		1377.44	93.6673571488	Sunbury	90-100	Sydenham Station	1
32	-37.6072186963	144.718022786	Average Peak to Peak	Bogie 2	Vertical	0.505567186726		1412.75	98.7976857987	Sunbury	90-100	Sydenham Station	1
33	-37.6077134963	144.718021086	Average Peak to Peak	Bogie 2	Vertical	0.616229097114		1414.22	99.1014318243	Sunbury	90-100	Sydenham Station	1
34	-37.6082044963	144.718016286	Average Peak to Peak	Bogie 2	Vertical	0.644822972953		1416.17	100.056478885	Sunbury	100-110	Sydenham Station	1
35	-37.6086659963	144.718000286	Average Peak to Peak	Bogie 2	Vertical	0.603040423941		1417.99	100.68134699	Sunbury	100-110	Sydenham Station	1
36	-37.6872506963	144.763287286	Average Peak to Peak	Bogie 2	Vertical	0.505595827459		1820.36	112.461633427	Sunbury	110-120	Sydenham Station	1
37	-37.6876342963	144.763589386	Average Peak to Peak	Bogie 2	Vertical	0.567525631441		1821.94	112.400177983	Sunbury	110-120	Sydenham Station	1
38	-37.6879929463	144.763873836	Average Peak to Peak	Bogie 2	Vertical	0.560479143274		1823.49	113.04203773	Sunbury	110-120	Sydenham Station	1
39	-37.6883520963	144.764158486	Average Peak to Peak	Bogie 2	Vertical	0.511003545454		1824.91	113.322297097	Sunbury	110-120	Sydenham Station	1
40	-37.6729958963	144.752055486	Base Acceleration	Bogie 1	Vertical	-0.818502407313		543.33	100.325848682	Sunbury	100-110	Sydenham Station	1
41	-37.6687411963	144.748738186	Base Acceleration	Bogie 1	Vertical	0.832891982432		563.42	100.090899026	Sunbury	100-110	Sydenham Station	1
42	-37.6639515963	144.744961886	Base Acceleration	Bogie 1	Vertical	-0.802599573122		585.96	100.746650722	Sunbury	100-110	Sydenham Station	1
43	-37.6625301963	144.743853886	Base Acceleration	Bogie 1	Vertical	-0.801438824057		592.53	101.118643669	Sunbury	100-110	Sydenham Station	1
44	-37.6583408963	144.740592686	Base Acceleration	Bogie 1	Vertical	-0.804595018064		612.47	97.6719772544	Sunbury	90-100	Sydenham Station	1
45	-37.6579720963	144.740291786	Base Acceleration	Bogie 1	Vertical	-0.801221810687		614.09	97.6171225141	Sunbury	90-100	Sydenham Station	1
46	-37.6561641963	144.738866986	Base Acceleration	Bogie 1	Vertical	-0.834401521932		623.06	95.8702246789	Sunbury	90-100	Sydenham Station	1
47	-37.6494030963	144.733570086	Base Acceleration	Bogie 1	Vertical	-0.803901167521		656.04	97.700965625	Sunbury	90-100	Sydenham Station	1
48	-37.6430392963	144.728583786	Base Acceleration	Bogie 1	Vertical	-0.842377523768		686.43	97.7626976919	Sunbury	90-100	Sydenham Station	1
49	-37.6426250963	144.728257886	Base Acceleration	Bogie 1	Vertical	-0.806250557568		688.37	97.0081942359	Sunbury	90-100	Sydenham Station	1
50	-37.6407826963	144.726812686	Base Acceleration	Bogie 1	Vertical	-0.819164362726		697.37	96.0216005979	Sunbury	90-100	Sydenham Station	1
51	-37.6017559963	144.718141186	Base Acceleration	Bogie 1	Vertical	-0.819150603358		1389.56	92.6435503901	Sunbury	90-100	Sydenham Station	1
52	-37.6079594963	144.718021586	Base Acceleration	Bogie 1	Vertical	-0.820607215857		1415.18	99.2683694422	Sunbury	90-100	Sydenham Station	1
53	-37.6094897963	144.717972786	Base Acceleration	Bogie 1	Vertical	-0.863962912512		1422.08	102.473162986	Sunbury	100-110	Sydenham Station	1
54	-37.6922385963	144.767142286	Base Acceleration	Bogie 2	Vertical	0.837528608222		438.53	71.8043298736	Sunbury	70-80	Sydenham Station	1
55	-37.6884692963	144.764187286	Base Acceleration	Bogie 2	Vertical	0.832719266812		461.7	79.2722525748	Sunbury	70-80	Sydenham Station	1
56	-37.6872413963	144.763224586	Base Acceleration	Bogie 2	Vertical	-0.81144275851		469.08	80.6859676709	Sunbury		Sydenham Station	1
57	-37.6842908963	144.760913486	Base Acceleration	Bogie 2	Vertical	0.804884480333		485.78	84.6746922798	Sunbury		Sydenham Station	1
58	-37.6838942963	144.760604886	Base Acceleration	Bogie 2	Vertical	0.81550711706		488.06	85.3425342519	Sunbury		Sydenham Station	1
59	-37.6830556963	144.759945486	Base Acceleration	Bogie 2	Vertical	0.804009218642		492.6	86.7567684691	Sunbury		Sydenham Station	1
60	-37.6824278963	144.759450986	Base Acceleration	Bogie 2	Vertical	0.871503201893		495.93	87.2627832654	Sunbury		Sydenham Station	1
61	-37.6798178963	144.757408186	Base Acceleration	Bogie 2	Vertical	0.813860780089		509.87	90.6084651885	Sunbury	90-100	Sydenham Station	1
62	-37.6746848963	144.753379486	Base Acceleration	Bogie 2	Vertical	0.8507978651		535.32	99.1432279051	Sunbury	90-100	Sydenham Station	1
63	-37.6732080963	144.752219386	Base Acceleration	Bogie 2	Vertical	0.864569430462		542.35	100.188685735	Sunbury	100-110	Sydenham Station	1
64	-37.6725044963	144.751671386	Base Acceleration	Bogie 2	Vertical	0.835738032841		545.69	99.8607707326	Sunbury	90-100	Sydenham Station	1
65	-37.6707037963	144.750250086	Base Acceleration	Bogie 2	Vertical	-0.819383032409		554.21	99.8425648423	Sunbury	90-100	Sydenham Station	1
66	-37.6687198463	144.748721336	Base Acceleration	Bogie 2	Vertical	0.855196094823		563.49	100.120671432	Sunbury	100-110	Sydenham Station	1
67	-37.6667526963	144.747163486	Base Acceleration	Bogie 2	Vertical	0.821760562889		572.87	99.6284382053	Sunbury	90-100	Sydenham Station	1
68	-37.6649703963	144.745765886	Base Acceleration	Bogie 2	Vertical	0.882633212004		581.26	100.012438543	Sunbury	100-110	Sydenham Station	1
69	-37.6645480963	144.745433286	Base Acceleration	Bogie 2	Vertical	0.809627743227		583.27	100.359797558	Sunbury	100-110	Sydenham Station	1
70	-37.6641672963	144.745130386	Base Acceleration	Bogie 2	Vertical	0.826109705889		585.01	101.328517816	Sunbury	100-110	Sydenham Station	1
71	-37.6637785963	144.744827886	Base Acceleration	Bogie 2	Vertical	0.88402693476		586.72	101.335653836	Sunbury	100-110	Sydenham Station	1
72	-37.6627445963	144.744020886	Base Acceleration	Bogie 2	Vertical	-0.806747785238		591.62	101.275464068	Sunbury	100-110	Sydenham Station	1
73	-37.6623167963	144.743682986	Base Acceleration	Bogie 2	Vertical	0.812285615864		593.67	101.101189177	Sunbury	100-110	Sydenham Station	1
74	-37.6616358963	144.743143986	Base Acceleration	Bogie 2	Vertical	0.82301443929		596.74	100.544116468	Sunbury	100-110	Sydenham Station	1
75	-37.6583815963	144.740625586	Base Acceleration	Bogie 2	Vertical	0.858974935774		612.26	97.7734844186	Sunbury	90-100	Sydenham Station	1
76	-37.6580131963	144.740325086	Base Acceleration	Bogie 2	Vertical	1.07312949577		613.86	97.4556730207	Sunbury	90-100	Sydenham Station	1
77	-37.6575573963	144.739966986	Base Acceleration	Bogie 2	Vertical	0.869508993098		616.17	97.4948803252	Sunbury	90-100	Sydenham Station	1
78	-37.6563256963	144.738996686	Base Acceleration	Bogie 2	Vertical	0.844063694192		622.28	96.4816517173	Sunbury	90-100	Sydenham Station	1
79	-37.6559613963	144.738705286	Base Acceleration	Bogie 2	Vertical	-0.823061560122		623.93	95.9307602725	Sunbury	90-100	Sydenham Station	1
80	-37.6540492963	144.737209386	Base Acceleration	Bogie 2	Vertical	0.897938100356		633.45	95.4644885222	Sunbury	90-100	Sydenham Station	1
81	-37.6518055963	144.735447286	Base Acceleration	Bogie 2	Vertical	0.859940677338		644.42	96.74253301	Sunbury	90-100	Sydenham Station	1
82	-37.6494446963	144.733602386	Base Acceleration	Bogie 2	Vertical	0.857298876682		655.83	97.8693706117	Sunbury	90-100	Sydenham Station	1
83	-37.6457592963	144.730710286	Base Acceleration	Bogie 2	Vertical	0.804492087607		673.28	98.6710093549	Sunbury	90-100	Sydenham Station	1
84	-37.6430392963	144.728583786	Base Acceleration	Bogie 2	Vertical	0.951067622499		686.42	97.7742536302	Sunbury	90-100	Sydenham Station	1
85	-37.6426663963	144.728290686	Base Acceleration	Bogie 2	Vertical	-0.948182815284		688.08	97.3615829584	Sunbury	90-100	Sydenham Station	1
86	-37.6418904963	144.727678786	Base Acceleration	Bogie 2	Vertical	-0.814364620638		691.94	96.5806121444	Sunbury	90-100	Sydenham Station	1
87	-37.6407826963	144.726812686	Base Acceleration	Bogie 2	Vertical	0.839183868211		697.35	96.027261196	Sunbury	90-100	Sydenham Station	1
88	-37.6399672963	144.726176886	Base Acceleration	Bogie 2	Vertical	-0.81902764753		701.29	95.4742605248	Sunbury	90-100	Sydenham Station	1
89	-37.5984884963	144.718220686	Base Acceleration	Bogie 2	Vertical	0.807255828932		1375.24	93.7393380484	Sunbury	90-100	Sydenham Station	1
90	-37.6024579963	144.718117986	Base Acceleration	Bogie 2	Vertical	0.804905629391		1393.01	92.7663286547	Sunbury	90-100	Sydenham Station	1
91	-37.6064814963	144.718042086	Base Acceleration	Bogie 2	Vertical	0.844331895869		1410.03	97.5600989506	Sunbury	90-100	Sydenham Station	1
92	-37.6077134963	144.718021086	Base Acceleration	Bogie 2	Vertical	0.940029984397		1414.98	99.2010269115	Sunbury	90-100	Sydenham Station	1
93	-37.6082044963	144.718016286	Base Acceleration	Bogie 2	Vertical	-0.866409140673		1416.24	100.15110496	Sunbury	100-110	Sydenham Station	1
94	-37.6094897963	144.717972786	Base Acceleration	Bogie 2	Vertical	-0.812130576143		1421.99	102.46072406	Sunbury	100-110	Sydenham Station	1
95	-37.6141278963	144.717895686	Base Acceleration	Bogie 2	Vertical	-0.833673866091		1439.21	102.853312714	Sunbury	100-110	Sydenham Station	1
96	-37.6146387963	144.717885286	Base Acceleration	Bogie 2	Vertical	-0.807196506023		1442.06	102.271699084	Sunbury	100-110	Sydenham Station	1
97	-37.6783377963	144.756293286	Base Acceleration	Bogie 2	Vertical	0.808493485266		1782.54	111.373056736	Sunbury	110-120	Sydenham Station	1
98	-37.6861089963	144.762398286	Base Acceleration	Bogie 2	Vertical	0.842578879543		1815.6	111.499208397	Sunbury	110-120	Sydenham Station	1
99	-37.6873945963	144.763401786	Base Acceleration	Bogie 2	Vertical	0.835567586182		1820.92	112.948500641	Sunbury	110-120	Sydenham Station	1
100	-37.6877769963	144.763702586	Base Acceleration	Bogie 2	Vertical	-0.801810333347		1822.54	112.909890078	Sunbury	110-120	Sydenham Station	1
101	-37.6916856963	144.766770486	Base Acceleration	Bogie 2	Vertical	0.840892947371		1838.7	110.926282408	Sunbury	110-120	Sydenham Station	1
102	-37.7164624963	144.786210686	Base Acceleration	Bogie 2	Vertical	0.820355875027		2057.73	103.454571016	Sunbury	100-110	Keilor Plains Station	1
0	-37.6686731963	144.748726886	Fourier Analysis	Bogie 1	Vertical	0.203574137978	9.765625	653.93	95.71298741	Sunbury	90-100	Sydenham Station	1
1	-37.6831317963	144.760045586	Fourier Analysis	Bogie 2	Vertical	0.227223190556	9.765625	579.69	82.8445177311	Sunbury		Sydenham Station	1
2	-37.6686731963	144.748726886	Fourier Analysis	Bogie 2	Vertical	0.266907075084	9.765625	653.93	95.71298741	Sunbury	90-100	Sydenham Station	1
3	-37.6644504963	144.745391186	Fourier Analysis	Bogie 2	Vertical	0.211344392093	9.765625	674.41	97.1850882744	Sunbury	90-100	Sydenham Station	1
4	-37.6639523963	144.745005286	Fourier Analysis	Bogie 2	Vertical	0.212638670645	9.765625	676.97	97.5138176908	Sunbury	90-100	Sydenham Station	1
5	-37.6628762963	144.744167086	Fourier Analysis	Bogie 2	Vertical	0.237212589475	9.765625	682.09	96.8697014688	Sunbury	90-100	Sydenham Station	1
6	-37.6135200963	144.717900986	Fourier Analysis	Bogie 2	Vertical	0.219757987644	9.765625	920.169999999	100.390718367	Sunbury	100-110	Sydenham Station	1
7	-37.6080086963	144.718056486	Fourier Analysis	Bogie 2	Vertical	0.202943809484	10.9375	1962.09	110.924814715	Sunbury	110-120	Sydenham Station	1
8	-37.6095164963	144.718026386	Fourier Analysis	Bogie 2	Vertical	0.213893990138	10.9375	1967.21	111.491410353	Sunbury	110-120	Sydenham Station	1
9	-37.6196005963	144.718293386	Fourier Analysis	Bogie 2	Vertical	0.209207572769	9.765625	2008.17	89.105504271	Sunbury		Sydenham Station	1
10	-37.6876013963	144.763596686	Fourier Analysis	Bogie 2	Vertical	0.201614122859	8.984375	2371.69000001	112.140871627	Sunbury	110-120	Sydenham Station	1
11	-37.7165597963	144.786313486	Fourier Analysis	Bogie 2	Vertical	0.215218179375	9.765625	2589.29000001	103.521254363	Sunbury	100-110	Keilor Plains Station	1
12	-37.6666484963	144.747126986	Average Peak to Peak	Bogie 2	Vertical	0.505903426093		663.6	95.6614470251	Sunbury	90-100	Sydenham Station	1
13	-37.6662443963	144.746805286	Average Peak to Peak	Bogie 2	Vertical	0.54299313478		665.62	95.8339745702	Sunbury	90-100	Sydenham Station	1
14	-37.6644504963	144.745391186	Average Peak to Peak	Bogie 2	Vertical	0.502571011218		674.63	97.2794952258	Sunbury	90-100	Sydenham Station	1
15	-37.6640782463	144.745101336	Average Peak to Peak	Bogie 2	Vertical	0.541530578274		676.39	96.863884797	Sunbury	90-100	Sydenham Station	1
16	-37.6637037963	144.744810186	Average Peak to Peak	Bogie 2	Vertical	0.530157352592		678.03	97.1370056465	Sunbury	90-100	Sydenham Station	1
17	-37.6632870963	144.744490086	Average Peak to Peak	Bogie 2	Vertical	0.561577938166		680.06	96.9062968484	Sunbury	90-100	Sydenham Station	1
18	-37.6584536963	144.740713586	Average Peak to Peak	Bogie 2	Vertical	0.501356921103		704.25	92.9500283086	Sunbury	90-100	Sydenham Station	1
19	-37.6579789963	144.740348086	Average Peak to Peak	Bogie 2	Vertical	0.523737779334		706.48	92.3329115329	Sunbury	90-100	Sydenham Station	1
20	-37.6091717963	144.718041186	Average Peak to Peak	Bogie 2	Vertical	0.500974614388		1965.76	111.646496856	Sunbury	110-120	Sydenham Station	1
21	-37.6829181963	144.759877486	Base Acceleration	Bogie 1	Vertical	-0.827652556129		580.86	83.2211604268	Sunbury		Sydenham Station	1
22	-37.6731125963	144.752190686	Base Acceleration	Bogie 1	Vertical	0.832656056165		632.15	96.3598076505	Sunbury	90-100	Sydenham Station	1
23	-37.6627932963	144.744103486	Base Acceleration	Bogie 1	Vertical	-0.801824177828		682.49	96.4451440884	Sunbury	90-100	Sydenham Station	1
24	-37.6583739963	144.740651486	Base Acceleration	Bogie 1	Vertical	-0.80100494526		704.53	92.8257957431	Sunbury	90-100	Sydenham Station	1
25	-37.6579789963	144.740348086	Base Acceleration	Bogie 1	Vertical	-0.848172551453		706.47	92.3383136214	Sunbury	90-100	Sydenham Station	1
26	-37.6257899963	144.719625886	Base Acceleration	Bogie 1	Vertical	-0.82940465217		868.809999999	94.5210198475	Sunbury	90-100	Sydenham Station	1
27	-37.5967900963	144.718310086	Base Acceleration	Bogie 1	Vertical	-0.811056540602		1920.97	106.528546459	Sunbury	100-110	Sydenham Station	1
28	-37.5985806963	144.718269286	Base Acceleration	Bogie 1	Vertical	-0.825698895959		1927.54	109.760835434	Sunbury	100-110	Sydenham Station	1
29	-37.6080086963	144.718056486	Base Acceleration	Bogie 1	Vertical	-0.849320230635		1961.67	111.124234012	Sunbury	110-120	Sydenham Station	1
30	-37.6088324963	144.718038286	Base Acceleration	Bogie 1	Vertical	-0.800188541959		1964.71	111.452607111	Sunbury	110-120	Sydenham Station	1
31	-37.6096863963	144.718020986	Base Acceleration	Bogie 1	Vertical	-0.821004720515		1967.51	111.914365955	Sunbury	110-120	Sydenham Station	1
32	-37.6116500963	144.717993986	Base Acceleration	Bogie 1	Vertical	-0.864421363175		1975.28	110.749446518	Sunbury	110-120	Sydenham Station	1
33	-37.6196005963	144.718293386	Base Acceleration	Bogie 1	Vertical	-0.83704277263		2008.17	89.105504271	Sunbury		Sydenham Station	1
34	-37.6916828963	144.766800286	Base Acceleration	Bogie 1	Vertical	0.818136492201		2388.80000001	111.175962658	Sunbury	110-120	Sydenham Station	1
35	-37.6952585963	144.769605486	Base Acceleration	Bogie 1	Vertical	0.851280707126		2404.47000001	101.729633196	Sunbury	100-110	Sydenham Station	1
36	-37.6831317963	144.760045586	Base Acceleration	Bogie 2	Vertical	0.801303802708		579.72	82.8420768563	Sunbury		Sydenham Station	1
37	-37.6811606963	144.758492786	Base Acceleration	Bogie 2	Vertical	0.810975738855		590.48	85.7174768662	Sunbury		Sydenham Station	1
38	-37.6731125963	144.752190686	Base Acceleration	Bogie 2	Vertical	0.816694275153		632.04	96.3797300314	Sunbury	90-100	Sydenham Station	1
39	-37.6688352963	144.748853486	Base Acceleration	Bogie 2	Vertical	0.883969178693		653.12	95.8953754331	Sunbury	90-100	Sydenham Station	1
40	-37.6664882963	144.746999886	Base Acceleration	Bogie 2	Vertical	0.807988660737		664.62	95.62504962	Sunbury	90-100	Sydenham Station	1
41	-37.6660021963	144.746612586	Base Acceleration	Bogie 2	Vertical	0.839875219363		666.94	95.882512026	Sunbury	90-100	Sydenham Station	1
42	-37.6645283963	144.745459986	Base Acceleration	Bogie 2	Vertical	0.806608507167		674.13	97.2175897726	Sunbury	90-100	Sydenham Station	1
43	-37.6637863963	144.744874986	Base Acceleration	Bogie 2	Vertical	0.864834005825		677.82	97.0265226587	Sunbury	90-100	Sydenham Station	1
44	-37.6628762963	144.744167086	Base Acceleration	Bogie 2	Vertical	0.861725790336		682.29	96.7289766124	Sunbury	90-100	Sydenham Station	1
45	-37.6584536963	144.740713586	Base Acceleration	Bogie 2	Vertical	-0.930783468282		704.24	92.950093114	Sunbury	90-100	Sydenham Station	1
46	-37.6580611963	144.740406436	Base Acceleration	Bogie 2	Vertical	-0.814143846379		706.39	92.4061646496	Sunbury	90-100	Sydenham Station	1
47	-37.6457809963	144.730757786	Base Acceleration	Bogie 2	Vertical	0.853299192273		770.459999999	91.0810833276	Sunbury	90-100	Sydenham Station	1
48	-37.6257899963	144.719625886	Base Acceleration	Bogie 2	Vertical	0.808149375937		868.619999999	94.7021605146	Sunbury	90-100	Sydenham Station	1
49	-37.5885096963	144.721270886	Base Acceleration	Bogie 2	Vertical	0.805117471835		1885.78	88.4084470168	Sunbury		Sydenham Station	1
50	-37.5967900963	144.718310086	Base Acceleration	Bogie 2	Vertical	0.867458750357		1920.95	106.530905149	Sunbury	100-110	Sydenham Station	1
51	-37.5974898963	144.718294386	Base Acceleration	Bogie 2	Vertical	-0.817811219187		1923.8	108.494978822	Sunbury	100-110	Sydenham Station	1
52	-37.5985806963	144.718269286	Base Acceleration	Bogie 2	Vertical	0.88026383258		1927.53	109.76666059	Sunbury	100-110	Sydenham Station	1
53	-37.5996881963	144.718243386	Base Acceleration	Bogie 2	Vertical	0.822696864772		1931.65	111.272956957	Sunbury	110-120	Sydenham Station	1
54	-37.6080086963	144.718056486	Base Acceleration	Bogie 2	Vertical	0.901031271703		1961.47	111.313867575	Sunbury	110-120	Sydenham Station	1
55	-37.6088324963	144.718038286	Base Acceleration	Bogie 2	Vertical	-0.909112863263		1964.59	111.299373702	Sunbury	110-120	Sydenham Station	1
56	-37.6095164963	144.718026386	Base Acceleration	Bogie 2	Vertical	0.834651390818		1967.32	111.542899334	Sunbury	110-120	Sydenham Station	1
57	-37.6105070963	144.717993986	Base Acceleration	Bogie 2	Vertical	-0.819275365317		1970.87	112.560181818	Sunbury	110-120	Sydenham Station	1
58	-37.6116500963	144.717993986	Base Acceleration	Bogie 2	Vertical	0.839124500015		1974.67	111.954907194	Sunbury	110-120	Sydenham Station	1
59	-37.6195123963	144.718274186	Base Acceleration	Bogie 2	Vertical	0.822789786323		2007.97	88.9950569794	Sunbury		Sydenham Station	1
60	-37.6880770963	144.763968186	Base Acceleration	Bogie 2	Vertical	0.805645798981		2373.70000001	112.387552248	Sunbury	110-120	Sydenham Station	1
61	-37.6916828963	144.766800286	Base Acceleration	Bogie 2	Vertical	-0.805336915127		2388.78000001	111.187380888	Sunbury	110-120	Sydenham Station	1
62	-37.6939372963	144.768569386	Base Acceleration	Bogie 2	Vertical	0.809041700445		2398.43000001	105.49048464	Sunbury	100-110	Sydenham Station	1
63	-37.6946029963	144.769091186	Base Acceleration	Bogie 2	Vertical	-0.81480608177		2401.56000001	104.345876689	Sunbury	100-110	Sydenham Station	1
64	-37.6952585963	144.769605486	Base Acceleration	Bogie 2	Vertical	0.841718734508		2404.54000001	101.805267705	Sunbury	100-110	Sydenham Station	1
65	-37.7165164963	144.786278986	Base Acceleration	Bogie 2	Vertical	0.853435756162		2589.08000001	103.437414683	Sunbury	100-110	Keilor Plains Station	1
0	-37.7981529963	144.916183686	Fourier Analysis	Bogie 2	Vertical	0.30050038289	9.765625	308.33	82.4480118809	Sunbury		South Kensington Station	1
1	-37.7981482963	144.916094186	Base Acceleration	Bogie 1	Vertical	-0.856302771102		308.72	82.0600068291	Sunbury		South Kensington Station	1
2	-37.7987359963	144.919905486	Base Acceleration	Bogie 2	Vertical	0.842144640317		293.66	79.8673421545	Sunbury	70-80	South Kensington Station	1
3	-37.7981605963	144.916275786	Base Acceleration	Bogie 2	Vertical	-0.802492001746		308.06	82.4669248138	Sunbury		South Kensington Station	1
0	-37.6795057963	144.757174186	Fourier Analysis	Bogie 1	Vertical	0.228808627521	9.765625	1811.05	92.7680348686	Sunbury	90-100	Sydenham Station	1
1	-37.6580529963	144.740371986	Fourier Analysis	Bogie 1	Vertical	0.213357332027	9.765625	1923.69	92.5547940451	Sunbury	90-100	Sydenham Station	1
2	-37.6896137963	144.765100186	Fourier Analysis	Bogie 2	Vertical	0.217641442845	9.765625	1757.29	85.032270706	Sunbury		Sydenham Station	1
3	-37.6891434963	144.764728786	Fourier Analysis	Bogie 2	Vertical	0.203168644947	10.15625	1759.85	85.3183940656	Sunbury		Sydenham Station	1
4	-37.6825022963	144.759524686	Fourier Analysis	Bogie 2	Vertical	0.215701095493	10.15625	1795.69	90.646050927	Sunbury	90-100	Sydenham Station	1
5	-37.6800119963	144.757575586	Fourier Analysis	Bogie 2	Vertical	0.201225711436	10.15625	1808.49	92.4393282416	Sunbury	90-100	Sydenham Station	1
6	-37.6795057963	144.757174186	Fourier Analysis	Bogie 2	Vertical	0.291813218287	9.765625	1811.05	92.7680348686	Sunbury	90-100	Sydenham Station	1
7	-37.6580529963	144.740371986	Fourier Analysis	Bogie 2	Vertical	0.297031236041	9.765625	1923.69	92.5547940451	Sunbury	90-100	Sydenham Station	1
8	-37.6892518963	144.764814086	Average Peak to Peak	Bogie 2	Vertical	0.50268100973		1759.22	85.0482772741	Sunbury		Sydenham Station	1
