,Time,GPS Latitude,GPS Longitude,Speed,Date Route,Series_x,Latitude,Longitude,Analysis Type,Accelerometer Location,Direction,Value,direction,Speed_y,Route,Exceedence Instance,Series_y,Date Exc,Speed Bracket,Nearest Station,Series,Run
24211,243.71,-37.8772282,144.7189727,99.06913163,23/10/2015,1,-37.8772282,144.7189727,Base Acceleration,Bogie 2,Vertical,-0.853296366,Down,99.06913163,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24221,243.81,-37.8772282,144.7189727,98.84870455,23/10/2015,1,-37.8772282,144.7189727,Caution Base Acceleration,Bogie 1,Vertical,-0.705717206,Down,98.84870455,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24367,245.27,-37.8773495,144.7184947,98.3582799,23/10/2015,1,-37.8782275,144.7184947,Caution Average Peak to Peak,Bogie 2,Vertical,0.433065128,Down,98.3582799,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24506,246.66,-37.8774401,144.7181351,98.18121708,23/10/2015,1,-37.8774401,144.7181351,Average Peak to Peak,Bogie 2,Vertical,0.506571839,Down,98.18121708,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24648,248.08,-37.8775567,144.7176667,97.86719538,23/10/2015,1,-37.8775567,144.7176667,Average Peak to Peak,Bogie 2,Vertical,0.570650788,Down,97.86719538,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24692,248.52,-37.8775856,144.7175531,97.63083602,23/10/2015,1,-37.8775856,144.7175531,Caution Base Acceleration,Bogie 2,Vertical,0.703057449,Down,97.63083602,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24693,248.53,-37.8775856,144.7175531,97.62593007,23/10/2015,1,-37.8775856,144.7175531,Caution Average Peak to Peak,Bogie 1,Vertical,0.428594096,Down,97.62593007,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24730,248.9,-37.8776147,144.7174379,97.5409226,23/10/2015,1,-37.8776147,144.7174379,Base Acceleration,Bogie 2,Vertical,0.820566961,Down,97.5409226,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24749,249.09,-37.8776147,144.7174379,97.52451356,23/10/2015,1,-37.8776147,144.7174379,Caution Base Acceleration,Bogie 1,Vertical,-0.720378031,Down,97.52451356,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24768,249.28,-37.8776434,144.7173201,97.45284702,23/10/2015,1,-37.8776434,144.7173201,Base Acceleration,Bogie 1,Vertical,-0.836373927,Down,97.45284702,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24808,249.68,-37.8776734,144.7172034,97.02719396,23/10/2015,1,-37.8776734,144.7172034,Average Peak to Peak,Bogie 2,Vertical,0.655056313,Down,97.02719396,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24845,250.05,-37.877703,144.7170863,96.76918574,23/10/2015,1,-37.877703,144.7170863,Caution Base Acceleration,Bogie 2,Vertical,0.684815697,Down,96.76918574,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24846,250.06,-37.877703,144.7170863,96.77236282,23/10/2015,1,-37.877703,144.7170863,Caution Average Peak to Peak,Bogie 1,Vertical,0.460990267,Down,96.77236282,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24879,250.39,-37.8777327,144.7169694,97.08278525,23/10/2015,1,-37.8777327,144.7169694,Caution Base Acceleration,Bogie 1,Vertical,-0.738605423,Down,97.08278525,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24880,250.4,-37.8777327,144.7169694,97.09173574,23/10/2015,1,-37.8777327,144.7169694,Base Acceleration,Bogie 2,Vertical,0.870565876,Down,97.09173574,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24936,250.96,-37.8777625,144.7168531,96.76117309,23/10/2015,1,-37.8777625,144.7168531,Average Peak to Peak,Bogie 1,Vertical,0.502883275,Down,96.76117309,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24956,251.16,-37.8777918,144.7167361,96.76313885,23/10/2015,1,-37.8777918,144.7167361,Average Peak to Peak,Bogie 2,Vertical,0.735382149,Down,96.76313885,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25065,252.25,-37.8778509,144.7165047,96.18381237,23/10/2015,1,-37.8778509,144.7165047,Caution Base Acceleration,Bogie 2,Vertical,0.700417466,Down,96.18381237,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25075,252.35,-37.8778509,144.7165047,96.15688638,23/10/2015,1,-37.8778509,144.7165047,Base Acceleration,Bogie 2,Vertical,-0.846902243,Down,96.15688638,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25083,252.43,-37.8778807,144.7163889,96.13139658,23/10/2015,1,-37.8778807,144.7163889,Caution Base Acceleration,Bogie 1,Vertical,-0.680194964,Down,96.13139658,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25085,252.45,-37.8778807,144.7163889,96.123095,23/10/2015,1,-37.8778807,144.7163889,Average Peak to Peak,Bogie 1,Vertical,0.525983221,Down,96.123095,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25123,252.83,-37.8779093,144.7162753,95.7992573,23/10/2015,1,-37.8779093,144.7162753,Average Peak to Peak,Bogie 2,Vertical,0.678792206,Down,95.7992573,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25201,253.61,-37.8779698,144.716047,95.78700444,23/10/2015,1,-37.8779698,144.716047,Caution Base Acceleration,Bogie 2,Vertical,0.739827709,Down,95.78700444,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25220,253.8,-37.8779698,144.716047,95.59993391,23/10/2015,1,-37.8779698,144.716047,Caution Average Peak to Peak,Bogie 1,Vertical,0.493973768,Down,95.59993391,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25257,254.17,-37.8779982,144.7159302,95.28197626,23/10/2015,1,-37.8779982,144.7159302,Base Acceleration,Bogie 2,Vertical,0.823873721,Down,95.28197626,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25259,254.19,-37.8779982,144.7159302,95.27318474,23/10/2015,1,-37.8779982,144.7159302,Caution Base Acceleration,Bogie 1,Vertical,-0.683317141,Down,95.27318474,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25289,254.49,-37.8780271,144.7158165,95.20431861,23/10/2015,1,-37.8780271,144.7158165,Average Peak to Peak,Bogie 2,Vertical,0.586415722,Down,95.20431861,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25298,254.58,-37.8780271,144.7158165,95.19467338,23/10/2015,1,-37.8780271,144.7158165,Base Acceleration,Bogie 1,Vertical,-0.806496563,Down,95.19467338,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25356,255.16,-37.8780853,144.7155865,95.01424871,23/10/2015,1,-37.8780853,144.7155865,Caution Base Acceleration,Bogie 2,Vertical,0.759104217,Down,95.01424871,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25358,255.18,-37.8780853,144.7155865,94.99213913,23/10/2015,1,-37.8780853,144.7155865,Caution Average Peak to Peak,Bogie 1,Vertical,0.485693152,Down,94.99213913,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25443,256.03,-37.8781418,144.7153576,94.69064816,23/10/2015,1,-37.8781418,144.7153576,Average Peak to Peak,Bogie 2,Vertical,0.576921615,Down,94.69064816,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25516,256.76,-37.8781989,144.7151303,94.33061363,23/10/2015,1,-37.8781989,144.7151303,Caution Average Peak to Peak,Bogie 1,Vertical,0.445351609,Down,94.33061363,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25589,257.49,-37.8782275,144.7150175,93.92650411,23/10/2015,1,-37.8871163,144.7150175,Caution Average Peak to Peak,Bogie 2,Vertical,0.493893018,Down,93.92650411,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25627,257.87,-37.8782565,144.7149036,93.94172141,23/10/2015,1,-37.8782565,144.7149036,Caution Base Acceleration,Bogie 2,Vertical,-0.691271631,Down,93.94172141,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
25637,257.97,-37.8782565,144.7149036,93.86917921,23/10/2015,1,-37.8782565,144.7149036,Caution Base Acceleration,Bogie 1,Vertical,-0.718733929,Down,93.86917921,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
27045,272.05,-37.8793544,144.7109996,87.83489582,23/10/2015,1,-37.8793544,144.7109996,Caution Base Acceleration,Bogie 2,Vertical,0.717193567,Down,87.83489582,Werribee,1,2,23/10/2015,80-90,Hoppers Crossing Station,2,1
27663,278.23,-37.8799264,144.7095327,84.97357747,23/10/2015,1,-37.8799264,144.7095327,Caution Base Acceleration,Bogie 2,Vertical,-0.610738682,Down,84.97357747,Werribee,1,2,23/10/2015,80-90,Hoppers Crossing Station,2,1
27673,278.33,-37.8799264,144.7095327,84.87192571,23/10/2015,1,-37.8799264,144.7095327,Base Acceleration,Bogie 2,Vertical,0.754268156,Down,84.87192571,Werribee,1,2,23/10/2015,80-90,Hoppers Crossing Station,2,1
27694,278.54,-37.8799642,144.7094374,84.8092045,23/10/2015,1,-37.8799642,144.7094374,Caution Base Acceleration,Bogie 1,Vertical,-0.60626164,Down,84.8092045,Werribee,1,2,23/10/2015,80-90,Hoppers Crossing Station,2,1
28423,285.83,-37.880644,144.7077577,80.18426012,23/10/2015,1,-37.880644,144.7077577,Caution Base Acceleration,Bogie 2,Vertical,0.567295342,Down,80.18426012,Werribee,1,2,23/10/2015,80-90,Hoppers Crossing Station,2,1
40897,410.57,-37.8859934,144.6945641,83.94449611,23/10/2015,1,-37.8859934,144.6945641,Caution Base Acceleration,Bogie 2,Vertical,0.611098296,Down,83.94449611,Werribee,1,2,23/10/2015,80-90,Hoppers Crossing Station,2,1
41972,421.32,-37.887075,144.691896,91.07798938,23/10/2015,1,-37.887075,144.691896,Caution Base Acceleration,Bogie 2,Vertical,0.737020009,Down,91.07798938,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42031,421.91,-37.8871163,144.6917942,91.4375241,23/10/2015,1,-37.8873247,144.6917942,Caution Average Peak to Peak,Bogie 2,Vertical,0.427677568,Down,91.4375241,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42097,422.57,-37.8871989,144.6915883,91.87434118,23/10/2015,1,-37.8871989,144.6915883,Caution Average Peak to Peak,Bogie 1,Vertical,0.425424656,Down,91.87434118,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42199,423.59,-37.8873247,144.6912762,92.5673798,23/10/2015,1,-37.8876222,144.6912762,Caution Average Peak to Peak,Bogie 2,Vertical,0.460224874,Down,92.5673798,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42255,424.15,-37.8873669,144.6911714,92.93340855,23/10/2015,1,-37.8873669,144.6911714,Caution Base Acceleration,Bogie 2,Vertical,0.783089447,Down,92.93340855,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42256,424.16,-37.8873669,144.6911714,92.94071189,23/10/2015,1,-37.8873669,144.6911714,Base Acceleration,Bogie 2,Vertical,0.813134682,Down,92.94071189,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42315,424.75,-37.8874282,144.6910143,93.41923904,23/10/2015,1,-37.8874282,144.6910143,Caution Base Acceleration,Bogie 1,Vertical,-0.688509407,Down,93.41923904,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42476,426.36,-37.8876222,144.6905367,94.60714262,23/10/2015,1,-37.8879242,144.6905367,Caution Average Peak to Peak,Bogie 2,Vertical,0.428006505,Down,94.60714262,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42790,429.5,-37.8879242,144.6897822,96.41307851,23/10/2015,1,-37.8880967,144.6897822,Caution Average Peak to Peak,Bogie 2,Vertical,0.426185005,Down,96.41307851,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42925,430.85,-37.8880967,144.6893453,96.93649208,23/10/2015,1,-37.8908308,144.6893453,Caution Average Peak to Peak,Bogie 2,Vertical,0.488519693,Down,96.93649208,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42943,431.03,-37.8880967,144.6893453,97.34551642,23/10/2015,1,-37.8880967,144.6893453,Average Peak to Peak,Bogie 2,Vertical,0.506019629,Down,97.34551642,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42995,431.55,-37.8881437,144.6892375,98.10022388,23/10/2015,1,-37.8881437,144.6892375,Caution Base Acceleration,Bogie 2,Vertical,0.702906716,Down,98.10022388,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
42996,431.56,-37.8881437,144.6892375,98.09814576,23/10/2015,1,-37.8881437,144.6892375,Caution Average Peak to Peak,Bogie 1,Vertical,0.427894582,Down,98.09814576,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43014,431.74,-37.8881437,144.6892375,97.9782052,23/10/2015,1,-37.8881437,144.6892375,Caution Base Acceleration,Bogie 1,Vertical,-0.699682967,Down,97.9782052,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43034,431.94,-37.8881437,144.6892375,97.78950941,23/10/2015,1,-37.8881437,144.6892375,Base Acceleration,Bogie 2,Vertical,0.820973127,Down,97.78950941,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43053,432.13,-37.8882351,144.6890196,97.72447131,23/10/2015,1,-37.8882351,144.6890196,Base Acceleration,Bogie 1,Vertical,-0.81342629,Down,97.72447131,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43081,432.41,-37.88828,144.6889102,97.85211389,23/10/2015,1,-37.88828,144.6889102,Average Peak to Peak,Bogie 2,Vertical,0.553998618,Down,97.85211389,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43118,432.78,-37.8883244,144.6887997,97.9217209,23/10/2015,1,-37.8883244,144.6887997,Caution Base Acceleration,Bogie 2,Vertical,-0.715108414,Down,97.9217209,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43119,432.79,-37.8883244,144.6887997,97.92263482,23/10/2015,1,-37.8883244,144.6887997,Caution Average Peak to Peak,Bogie 1,Vertical,0.429670068,Down,97.92263482,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43128,432.88,-37.8883244,144.6887997,97.94351039,23/10/2015,1,-37.8883244,144.6887997,Caution Base Acceleration,Bogie 1,Vertical,-0.685927992,Down,97.94351039,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43147,433.07,-37.8883244,144.6887997,98.09737332,23/10/2015,1,-37.8883244,144.6887997,Base Acceleration,Bogie 2,Vertical,0.808849961,Down,98.09737332,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43243,434.03,-37.8884593,144.6884681,98.65796914,23/10/2015,1,-37.8884593,144.6884681,Average Peak to Peak,Bogie 2,Vertical,0.634948801,Down,98.65796914,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43282,434.42,-37.8885043,144.6883581,99.1459857,23/10/2015,1,-37.8885043,144.6883581,Caution Base Acceleration,Bogie 2,Vertical,0.705581848,Down,99.1459857,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43283,434.43,-37.8885043,144.6883581,99.15913475,23/10/2015,1,-37.8885043,144.6883581,Average Peak to Peak,Bogie 1,Vertical,0.502578701,Down,99.15913475,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43362,435.22,-37.8885979,144.6881375,99.02345467,23/10/2015,1,-37.8885979,144.6881375,Caution Average Peak to Peak,Bogie 1,Vertical,0.496530552,Down,99.02345467,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43398,435.58,-37.8886416,144.688025,99.39187513,23/10/2015,1,-37.8886416,144.688025,Average Peak to Peak,Bogie 2,Vertical,0.662873398,Down,99.39187513,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
43488,436.48,-37.8887308,144.6877986,100.1702761,23/10/2015,1,-37.8887308,144.6877986,Caution Base Acceleration,Bogie 2,Vertical,0.746755609,Down,100.1702761,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43489,436.49,-37.8887308,144.6877986,100.1827123,23/10/2015,1,-37.8887308,144.6877986,Base Acceleration,Bogie 2,Vertical,0.938017598,Down,100.1827123,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43490,436.49,-37.8887308,144.6877986,100.1827123,23/10/2015,1,-37.8887308,144.6877986,Caution Base Acceleration,Bogie 1,Vertical,-0.684638805,Down,100.1827123,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43509,436.68,-37.8887308,144.6877986,100.4235328,23/10/2015,1,-37.8887308,144.6877986,Base Acceleration,Bogie 1,Vertical,-0.816120765,Down,100.4235328,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43562,437.21,-37.8888222,144.6875743,100.5899733,23/10/2015,1,-37.8888222,144.6875743,Caution Average Peak to Peak,Bogie 1,Vertical,0.436022121,Down,100.5899733,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43563,437.22,-37.8888222,144.6875743,100.5875332,23/10/2015,1,-37.8888222,144.6875743,Average Peak to Peak,Bogie 2,Vertical,0.591789586,Down,100.5875332,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43638,437.97,-37.8889136,144.6873474,100.8584429,23/10/2015,1,-37.8889136,144.6873474,Caution Base Acceleration,Bogie 2,Vertical,-0.749489449,Down,100.8584429,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43639,437.98,-37.8889136,144.6873474,100.864647,23/10/2015,1,-37.8889136,144.6873474,Base Acceleration,Bogie 2,Vertical,-0.849221781,Down,100.864647,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43649,438.08,-37.8889136,144.6873474,100.923565,23/10/2015,1,-37.8889136,144.6873474,Caution Base Acceleration,Bogie 1,Vertical,-0.7391994,Down,100.923565,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43719,438.78,-37.889008,144.6871185,100.9145433,23/10/2015,1,-37.889008,144.6871185,Average Peak to Peak,Bogie 2,Vertical,0.581096535,Down,100.9145433,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43720,438.78,-37.889008,144.6871185,100.9145433,23/10/2015,1,-37.889008,144.6871185,Caution Average Peak to Peak,Bogie 1,Vertical,0.429408846,Down,100.9145433,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43810,439.68,-37.8890996,144.6868901,101.4696871,23/10/2015,1,-37.8890996,144.6868901,Caution Base Acceleration,Bogie 2,Vertical,0.681182642,Down,101.4696871,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43830,439.88,-37.8890996,144.6868901,101.5399053,23/10/2015,1,-37.8890996,144.6868901,Caution Base Acceleration,Bogie 1,Vertical,-0.714893989,Down,101.5399053,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43881,440.39,-37.8891922,144.6866617,101.4489906,23/10/2015,1,-37.8891922,144.6866617,Average Peak to Peak,Bogie 2,Vertical,0.529514483,Down,101.4489906,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43963,441.21,-37.889285,144.6864321,101.9309124,23/10/2015,1,-37.889285,144.6864321,Caution Base Acceleration,Bogie 2,Vertical,0.697172551,Down,101.9309124,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
43974,441.32,-37.889285,144.6864321,101.994742,23/10/2015,1,-37.889285,144.6864321,Caution Average Peak to Peak,Bogie 1,Vertical,0.430792775,Down,101.994742,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44038,441.96,-37.8893774,144.6862015,102.1925731,23/10/2015,1,-37.8893774,144.6862015,Average Peak to Peak,Bogie 2,Vertical,0.546651695,Down,102.1925731,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44067,442.25,-37.8893774,144.6862015,102.4705092,23/10/2015,1,-37.8893774,144.6862015,Base Acceleration,Bogie 2,Vertical,-0.822875511,Down,102.4705092,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44085,442.43,-37.8894232,144.6860866,102.6150155,23/10/2015,1,-37.8894232,144.6860866,Caution Base Acceleration,Bogie 1,Vertical,0.695457416,Down,102.6150155,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44124,442.82,-37.8894697,144.6859718,102.7503086,23/10/2015,1,-37.8894697,144.6859718,Caution Average Peak to Peak,Bogie 1,Vertical,0.475038444,Down,102.7503086,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44125,442.82,-37.8894697,144.6859718,102.7503086,23/10/2015,1,-37.8894697,144.6859718,Caution Base Acceleration,Bogie 2,Vertical,-0.688810372,Down,102.7503086,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44152,443.09,-37.8894697,144.6859718,102.8588276,23/10/2015,1,-37.8894697,144.6859718,Base Acceleration,Bogie 1,Vertical,-0.801788,Down,102.8588276,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44202,443.59,-37.8895616,144.6857414,102.6954994,23/10/2015,1,-37.8895616,144.6857414,Average Peak to Peak,Bogie 2,Vertical,0.530217373,Down,102.6954994,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44224,443.81,-37.8895616,144.6857414,102.4864545,23/10/2015,1,-37.8895616,144.6857414,Base Acceleration,Bogie 2,Vertical,-0.817913492,Down,102.4864545,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44243,444,-37.8896079,144.6856273,102.4318671,23/10/2015,1,-37.8896079,144.6856273,Caution Base Acceleration,Bogie 1,Vertical,0.737313212,Down,102.4318671,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44285,444.42,-37.8896546,144.6855114,102.6840378,23/10/2015,1,-37.8896546,144.6855114,Caution Average Peak to Peak,Bogie 1,Vertical,0.456026945,Down,102.6840378,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44362,445.19,-37.8897473,144.6852788,102.7545385,23/10/2015,1,-37.8897473,144.6852788,Average Peak to Peak,Bogie 2,Vertical,0.578489795,Down,102.7545385,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44370,445.27,-37.8897473,144.6852788,102.772789,23/10/2015,1,-37.8897473,144.6852788,Caution Base Acceleration,Bogie 2,Vertical,0.739772945,Down,102.772789,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44444,446.01,-37.8898427,144.6850462,103.116976,23/10/2015,1,-37.8898427,144.6850462,Caution Average Peak to Peak,Bogie 1,Vertical,0.459740985,Down,103.116976,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44525,446.82,-37.8899368,144.6848163,103.1252915,23/10/2015,1,-37.8899368,144.6848163,Average Peak to Peak,Bogie 2,Vertical,0.555173914,Down,103.1252915,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44560,447.17,-37.8899842,144.6847011,103.3391804,23/10/2015,1,-37.8899842,144.6847011,Caution Base Acceleration,Bogie 2,Vertical,0.696312235,Down,103.3391804,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44571,447.28,-37.8899842,144.6847011,103.4403412,23/10/2015,1,-37.8899842,144.6847011,Base Acceleration,Bogie 2,Vertical,-0.836548088,Down,103.4403412,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44580,447.37,-37.8899842,144.6847011,103.5044413,23/10/2015,1,-37.8899842,144.6847011,Caution Base Acceleration,Bogie 1,Vertical,-0.715199685,Down,103.5044413,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44601,447.58,-37.8900318,144.6845865,103.543016,23/10/2015,1,-37.8900318,144.6845865,Caution Average Peak to Peak,Bogie 1,Vertical,0.448455393,Down,103.543016,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44685,448.42,-37.8901256,144.6843519,103.5141762,23/10/2015,1,-37.8901256,144.6843519,Average Peak to Peak,Bogie 2,Vertical,0.514250517,Down,103.5141762,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44756,449.13,-37.8901722,144.6842347,103.1409377,23/10/2015,1,-37.8901722,144.6842347,Caution Base Acceleration,Bogie 2,Vertical,0.719619312,Down,103.1409377,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44757,449.14,-37.8901722,144.6842347,103.1401023,23/10/2015,1,-37.8901722,144.6842347,Base Acceleration,Bogie 2,Vertical,0.81903989,Down,103.1401023,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44758,449.14,-37.8901722,144.6842347,103.1401023,23/10/2015,1,-37.8901722,144.6842347,Caution Base Acceleration,Bogie 1,Vertical,-0.697676252,Down,103.1401023,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44769,449.25,-37.8902196,144.6841177,103.1552298,23/10/2015,1,-37.8902196,144.6841177,Caution Average Peak to Peak,Bogie 1,Vertical,0.477018381,Down,103.1552298,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44846,450.02,-37.8903159,144.6838865,103.3925558,23/10/2015,1,-37.8903159,144.6838865,Average Peak to Peak,Bogie 2,Vertical,0.598960098,Down,103.3925558,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44924,450.8,-37.890408,144.6836523,103.8105293,23/10/2015,1,-37.890408,144.6836523,Caution Average Peak to Peak,Bogie 1,Vertical,0.495916101,Down,103.8105293,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
44995,451.51,-37.8904546,144.6835363,103.800052,23/10/2015,1,-37.8904546,144.6835363,Caution Base Acceleration,Bogie 2,Vertical,0.683718302,Down,103.800052,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
45007,451.63,-37.8905013,144.6834194,103.7656018,23/10/2015,1,-37.8905013,144.6834194,Average Peak to Peak,Bogie 2,Vertical,0.560302996,Down,103.7656018,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
45034,451.9,-37.8905013,144.6834194,103.8261235,23/10/2015,1,-37.8905013,144.6834194,Base Acceleration,Bogie 2,Vertical,0.836133531,Down,103.8261235,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
45035,451.91,-37.8905013,144.6834194,103.8329226,23/10/2015,1,-37.8905013,144.6834194,Caution Base Acceleration,Bogie 1,Vertical,-0.696833064,Down,103.8329226,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
45083,452.39,-37.8905956,144.6831858,104.053309,23/10/2015,1,-37.8905956,144.6831858,Caution Average Peak to Peak,Bogie 1,Vertical,0.465631725,Down,104.053309,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
45163,453.19,-37.8906896,144.6829512,103.2255319,23/10/2015,1,-37.8906896,144.6829512,Average Peak to Peak,Bogie 2,Vertical,0.532759279,Down,103.2255319,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
