,Time,GPS Latitude,GPS Longitude,Speed,Date Route,Series_x,Latitude,Longitude,Analysis Type,Accelerometer Location,Direction,Value,direction,Speed_y,Route,Exceedence Instance,Series_y,Date Exc,Speed Bracket,Nearest Station,Series,Run
299863,3000.1,-37.8023939,144.9360813,54.27808499,23/10/2015,1,,,,,,,,,,,,,,,1,1
300390,3005.37,-37.80278005,144.9368615,54.48583046,23/10/2015,1,,,,,,,,,,,,,,,1,1
300917,3010.64,-37.8031569,144.9376441,54.96292223,23/10/2015,1,,,,,,,,,,,,,,,1,1
301444,3015.91,-37.8035398,144.938329,54.51126272,23/10/2015,1,,,,,,,,,,,,,,,1,1
301971,3021.18,-37.804059,144.9389569,52.7351313,23/10/2015,1,,,,,,,,,,,,,,,1,1
302498,3026.45,-37.8045974,144.9395347,50.5300273,23/10/2015,1,,,,,,,,,,,,,,,1,1
303025,3031.72,-37.8050592,144.9400785,47.49249571,23/10/2015,1,,,,,,,,,,,,,,,1,1
303552,3036.99,-37.8055316,144.9405306,47.08968944,23/10/2015,1,,,,,,,,,,,,,,,1,1
304079,3042.26,-37.8060734,144.9409636,45.50942492,23/10/2015,1,,,,,,,,,,,,,,,1,1
304606,3047.53,-37.8065764,144.9413289,44.01455362,23/10/2015,1,,,,,,,,,,,,,,,1,1
305133,3052.8,-37.8070085,144.9416933,36.4593977,23/10/2015,1,,,,,,,,,,,,,,,1,1
305660,3058.07,-37.8073815,144.9419787,24.96841627,23/10/2015,1,,,,,,,,,,,,,,,1,1
306187,3063.34,-37.8075728,144.9421478,5.683782641,23/10/2015,1,,,,,,,,,,,,,,,1,1
306714,3068.61,-37.8076806,144.9422684,2.040296671,23/10/2015,1,,,,,,,,,,,,,,,1,1
307241,3073.88,-37.8078627,144.9423247,6.775614977,23/10/2015,1,,,,,,,,,,,,,,,1,1
307768,3079.15,-37.8080416,144.942368,6.57080957,23/10/2015,1,,,,,,,,,,,,,,,1,1
308295,3084.42,-37.8080905,144.9423864,2.165460789,23/10/2015,1,,,,,,,,,,,,,,,1,1
308822,3089.69,-37.8080162,144.9423678,1.123804423,23/10/2015,1,,,,,,,,,,,,,,,1,1
309349,3094.96,-37.8080196,144.9423746,0.903862894,23/10/2015,1,,,,,,,,,,,,,,,1,1
309876,3100.23,-37.8080072,144.9423768,1.626912082,23/10/2015,1,,,,,,,,,,,,,,,1,1
310403,3105.5,-37.8080012,144.9423875,10.27859417,23/10/2015,1,,,,,,,,,,,,,,,1,1
310930,3110.77,-37.8079295,144.9424162,19.85318173,23/10/2015,1,,,,,,,,,,,,,,,1,1
311457,3116.04,-37.8082244,144.9426266,27.40722052,23/10/2015,1,,,,,,,,,,,,,,,1,1
311984,3121.31,-37.808553,144.9428875,29.17979431,23/10/2015,1,,,,,,,,,,,,,,,1,1
312511,3126.58,-37.808847,144.9431692,28.35374092,23/10/2015,1,,,,,,,,,,,,,,,1,1
313038,3131.85,-37.809148,144.9434184,27.63112218,23/10/2015,1,,,,,,,,,,,,,,,1,1
313565,3137.12,-37.8094757,144.9436673,30.51171712,23/10/2015,1,,,,,,,,,,,,,,,1,1
314092,3142.39,-37.8098214,144.9439446,30.86873756,23/10/2015,1,,,,,,,,,,,,,,,1,1
314619,3147.66,-37.8101771,144.9442251,34.22902414,23/10/2015,1,,,,,,,,,,,,,,,1,1
315146,3152.93,-37.8105531,144.9445321,37.33709855,23/10/2015,1,,,,,,,,,,,,,,,1,1
315673,3158.2,-37.8109613,144.9449371,38.92799496,23/10/2015,1,,,,,,,,,,,,,,,1,1
316200,3163.47,-37.8113747,144.9453597,38.8876249,23/10/2015,1,,,,,,,,,,,,,,,1,1
316727,3168.74,-37.8117142,144.9458154,38.61235128,23/10/2015,1,,,,,,,,,,,,,,,1,1
317254,3174.01,-37.8120681,144.946281,37.14179509,23/10/2015,1,,,,,,,,,,,,,,,1,1
317781,3179.28,-37.8124536,144.9466855,39.22959367,23/10/2015,1,,,,,,,,,,,,,,,1,1
318308,3184.55,-37.812855,144.9470991,42.89232819,23/10/2015,1,,,,,,,,,,,,,,,1,1
318835,3189.82,-37.8133699,144.9476039,52.80609103,23/10/2015,1,,,,,,,,,,,,,,,1,1
319362,3195.09,-37.8139715,144.9481034,58.4904841,23/10/2015,1,,,,,,,,,,,,,,,1,1
319889,3200.36,-37.8146255,144.9486234,58.97335903,23/10/2015,1,,,,,,,,,,,,,,,1,1
320416,3205.63,-37.8152973,144.9491571,59.20351192,23/10/2015,1,,,,,,,,,,,,,,,1,1
320943,3210.9,-37.8159323,144.9496541,57.96062236,23/10/2015,1,,,,,,,,,,,,,,,1,1
321470,3216.17,-37.81654585,144.9501383,56.71204276,23/10/2015,1,,,,,,,,,,,,,,,1,1
321997,3221.44,-37.8172588,144.9507356,52.83288984,23/10/2015,1,,,,,,,,,,,,,,,1,1
322524,3226.71,-37.8177899,144.9511134,44.97857393,23/10/2015,1,,,,,,,,,,,,,,,1,1
323051,3231.98,-37.8180606,144.951428,39.34989137,23/10/2015,1,,,,,,,,,,,,,,,1,1
323578,3237.25,-37.8183948,144.9516007,38.09756934,23/10/2015,1,,,,,,,,,,,,,,,1,1
324105,3242.52,-37.8186956,144.9520671,28.30684534,23/10/2015,1,,,,,,,,,,,,,,,1,1
324632,3247.79,-37.8189097,144.9524184,5.98626251,23/10/2015,1,,,,,,,,,,,,,,,1,1
325159,3253.06,-37.8187364,144.9525444,1.239035923,23/10/2015,1,,,,,,,,,,,,,,,1,1
325686,3258.33,-37.8183987,144.9528707,3.797231178,23/10/2015,1,,,,,,,,,,,,,,,1,1
326213,3263.6,-37.818108,144.9532019,2.909493119,23/10/2015,1,,,,,,,,,,,,,,,1,1
326740,3268.87,-37.817846,144.9536767,2.023344348,23/10/2015,1,,,,,,,,,,,,,,,1,1
327267,3274.14,-37.8179506,144.9535944,0.850996099,23/10/2015,1,,,,,,,,,,,,,,,1,1
327794,3279.41,-37.8181369,144.9533502,2.695068798,23/10/2015,1,,,,,,,,,,,,,,,1,1
328321,3284.68,-37.8186966,144.9528302,5.369385388,23/10/2015,1,,,,,,,,,,,,,,,1,1
328848,3289.95,-37.8187114,144.9525988,11.00303767,23/10/2015,1,,,,,,,,,,,,,,,1,1
329375,3295.22,-37.818674,144.9525965,-0.001771634,23/10/2015,1,,,,,,,,,,,,,,,1,1
329902,3300.49,-37.818674,144.9525965,-1.943564079,23/10/2015,1,,,,,,,,,,,,,,,1,1
330429,3305.76,-37.8201477,144.9529927,23.84861189,23/10/2015,1,,,,,,,,,,,,,,,1,1
330956,3311.03,-37.8204248,144.9533583,28.88021331,23/10/2015,1,,,,,,,,,,,,,,,1,1
331483,3316.3,-37.8206734,144.9537064,27.78443697,23/10/2015,1,,,,,,,,,,,,,,,1,1
332010,3321.57,-37.8209312,144.9540628,28.37164044,23/10/2015,1,,,,,,,,,,,,,,,1,1
332537,3326.84,-37.8211641,144.954458,31.58959843,23/10/2015,1,,,,,,,,,,,,,,,1,1
333064,3332.11,-37.8213502,144.9549556,34.47474153,23/10/2015,1,,,,,,,,,,,,,,,1,1
333591,3337.38,-37.8214736,144.9555642,37.2861752,23/10/2015,1,,,,,,,,,,,,,,,1,1
334118,3342.65,-37.8214497,144.9562133,37.9317499,23/10/2015,1,,,,,,,,,,,,,,,1,1
334645,3347.92,-37.8213495,144.9567949,37.2936973,23/10/2015,1,,,,,,,,,,,,,,,1,1
335172,3353.19,-37.8211629,144.9573646,35.37912428,23/10/2015,1,,,,,,,,,,,,,,,1,1
335699,3358.46,-37.8209653,144.9578762,34.22366269,23/10/2015,1,,,,,,,,,,,,,,,1,1
336226,3363.73,-37.8207747,144.9583971,33.99910491,23/10/2015,1,,,,,,,,,,,,,,,1,1
336753,3369,-37.8205628,144.9588954,33.71479519,23/10/2015,1,,,,,,,,,,,,,,,1,1
337280,3374.27,-37.8203756,144.9593647,33.65172993,23/10/2015,1,,,,,,,,,,,,,,,1,1
337807,3379.54,-37.8201737,144.9599138,34.24589323,23/10/2015,1,,,,,,,,,,,,,,,1,1
338334,3384.81,-37.8199652,144.9604176,34.98679107,23/10/2015,1,,,,,,,,,,,,,,,1,1
338861,3390.08,-37.8197952,144.9609242,29.53338841,23/10/2015,1,,,,,,,,,,,,,,,1,1
339388,3395.35,-37.8196939,144.9613768,26.16703337,23/10/2015,1,,,,,,,,,,,,,,,1,1
339915,3400.62,-37.8196223,144.96177,24.39020533,23/10/2015,1,,,,,,,,,,,,,,,1,1
340442,3405.89,-37.8195736,144.9621755,26.25709425,23/10/2015,1,,,,,,,,,,,,,,,1,1
340969,3411.16,-37.8194954,144.9626049,24.85668644,23/10/2015,1,,,,,,,,,,,,,,,1,1
3852,40.15,-37.8681605,144.7548633,74.72271597,23/10/2015,1,-37.8681605,144.7548633,Caution Base Acceleration,Bogie 2,Vertical,-0.578982825,Down,74.72271597,Werribee,1,2,23/10/2015,70-80,Aircraft Station,2,1
3862,40.25,-37.8681824,144.7547738,74.8213825,23/10/2015,1,-37.8681824,144.7547738,Caution Base Acceleration,Bogie 1,Vertical,-0.609114125,Down,74.8213825,Werribee,1,2,23/10/2015,70-80,Aircraft Station,2,1
4142,43.05,-37.8683404,144.7541327,76.60946984,23/10/2015,1,-37.8683404,144.7541327,Caution Base Acceleration,Bogie 2,Vertical,0.584543407,Down,76.60946984,Werribee,1,2,23/10/2015,70-80,Aircraft Station,2,1
4152,43.15,-37.8683404,144.7541327,76.74144074,23/10/2015,1,-37.8683404,144.7541327,Caution Base Acceleration,Bogie 1,Vertical,0.566546306,Down,76.74144074,Werribee,1,2,23/10/2015,70-80,Aircraft Station,2,1
18019,181.82,-37.8726677,144.7370167,85.29633916,23/10/2015,1,-37.8726677,144.7370167,Caution Base Acceleration,Bogie 2,Vertical,-0.684435584,Down,85.29633916,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
18084,182.47,-37.8726929,144.7369143,85.12232549,23/10/2015,1,-37.8726929,144.7369143,Caution Base Acceleration,Bogie 1,Vertical,-0.737866769,Down,85.12232549,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
18085,182.48,-37.8726929,144.7369143,85.11497137,23/10/2015,1,-37.8726929,144.7369143,Base Acceleration,Bogie 2,Vertical,0.836351697,Down,85.11497137,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
18133,182.96,-37.8727182,144.7368141,85.71754059,23/10/2015,1,-37.8727182,144.7368141,Caution Average Peak to Peak,Bogie 2,Vertical,0.426951499,Down,85.71754059,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
18274,184.37,-37.8728173,144.7364355,86.97413514,23/10/2015,1,-37.8728173,144.7364355,Caution Base Acceleration,Bogie 2,Vertical,0.688453022,Down,86.97413514,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
18276,184.39,-37.8728173,144.7364355,86.9532591,23/10/2015,1,-37.8728173,144.7364355,Base Acceleration,Bogie 2,Vertical,0.800841638,Down,86.9532591,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
18286,184.49,-37.8728381,144.7363243,86.83323132,23/10/2015,1,-37.8728381,144.7363243,Caution Average Peak to Peak,Bogie 2,Vertical,0.462894448,Down,86.83323132,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
18296,184.59,-37.8728381,144.7363243,86.69545278,23/10/2015,1,-37.8728381,144.7363243,Caution Base Acceleration,Bogie 1,Vertical,-0.698485099,Down,86.69545278,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
18717,188.8,-37.8731107,144.7352967,88.15643649,23/10/2015,1,-37.8731107,144.7352967,Caution Base Acceleration,Bogie 2,Vertical,0.707253999,Down,88.15643649,Werribee,1,2,23/10/2015,80-90,Aircraft Station,2,1
19796,199.59,-37.8738508,144.7323413,93.2258517,23/10/2015,1,-37.8738508,144.7323413,Caution Base Acceleration,Bogie 2,Vertical,0.687271424,Down,93.2258517,Werribee,1,2,23/10/2015,90-100,Aircraft Station,2,1
20825,209.88,-37.8746127,144.7293401,98.27032754,23/10/2015,1,-37.8746127,144.7293401,Caution Base Acceleration,Bogie 2,Vertical,0.710191967,Down,98.27032754,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
21108,212.71,-37.8748217,144.7285111,100.1886367,23/10/2015,1,-37.8748217,144.7285111,Caution Average Peak to Peak,Bogie 2,Vertical,0.425052487,Down,100.1886367,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21281,214.44,-37.874973,144.7279112,100.528375,23/10/2015,1,-37.874973,144.7279112,Caution Average Peak to Peak,Bogie 2,Vertical,0.455262586,Down,100.528375,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21355,215.18,-37.8750033,144.72779,100.8731528,23/10/2015,1,-37.8750033,144.72779,Caution Base Acceleration,Bogie 2,Vertical,-0.689400118,Down,100.8731528,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21364,215.27,-37.8750352,144.7276688,100.9535168,23/10/2015,1,-37.8750352,144.7276688,Base Acceleration,Bogie 2,Vertical,0.820269553,Down,100.9535168,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21365,215.27,-37.8750352,144.7276688,100.9535168,23/10/2015,1,-37.8750352,144.7276688,Caution Base Acceleration,Bogie 1,Vertical,-0.70109148,Down,100.9535168,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21405,215.67,-37.8750666,144.7275483,101.0013597,23/10/2015,1,-37.8750666,144.7275483,Base Acceleration,Bogie 1,Vertical,-0.828227114,Down,101.0013597,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21464,216.26,-37.8750969,144.7274271,101.0684005,23/10/2015,1,-37.8750969,144.7274271,Caution Average Peak to Peak,Bogie 2,Vertical,0.42574855,Down,101.0684005,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21483,216.45,-37.8751273,144.7273057,101.2654512,23/10/2015,1,-37.8751273,144.7273057,Caution Base Acceleration,Bogie 2,Vertical,0.720094633,Down,101.2654512,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21604,217.66,-37.8752192,144.7269371,101.9077368,23/10/2015,1,-37.8752192,144.7269371,Caution Average Peak to Peak,Bogie 2,Vertical,0.487687849,Down,101.9077368,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21613,217.75,-37.8752192,144.7269371,102.0557535,23/10/2015,1,-37.8752192,144.7269371,Caution Average Peak to Peak,Bogie 1,Vertical,0.425150521,Down,102.0557535,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21620,217.82,-37.8752192,144.7269371,102.142362,23/10/2015,1,-37.8752192,144.7269371,Average Peak to Peak,Bogie 2,Vertical,0.502635589,Down,102.142362,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21826,219.88,-37.8753748,144.7263217,102.8361638,23/10/2015,1,-37.8753748,144.7263217,Caution Base Acceleration,Bogie 2,Vertical,0.749253482,Down,102.8361638,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21917,220.79,-37.8754379,144.7260743,103.1165617,23/10/2015,1,-37.8754379,144.7260743,Caution Average Peak to Peak,Bogie 2,Vertical,0.434392769,Down,103.1165617,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21957,221.19,-37.8754694,144.7259498,102.9965315,23/10/2015,1,-37.8754694,144.7259498,Caution Average Peak to Peak,Bogie 1,Vertical,0.428861271,Down,102.9965315,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
21977,221.39,-37.8755005,144.7258257,103.1692425,23/10/2015,1,-37.8755005,144.7258257,Average Peak to Peak,Bogie 2,Vertical,0.502590998,Down,103.1692425,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22087,222.49,-37.8755949,144.7254513,103.8471646,23/10/2015,1,-37.8755949,144.7254513,Caution Average Peak to Peak,Bogie 1,Vertical,0.456080225,Down,103.8471646,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22127,222.89,-37.8756268,144.7253278,103.830746,23/10/2015,1,-37.8756268,144.7253278,Average Peak to Peak,Bogie 2,Vertical,0.514209116,Down,103.830746,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22158,223.2,-37.87564265,144.7252654,103.7271561,23/10/2015,1,-37.87564265,144.7252654,Caution Average Peak to Peak,Bogie 2,Vertical,0.498520217,Down,103.7271561,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22189,223.51,-37.8756585,144.7252031,103.3984124,23/10/2015,1,-37.8756585,144.7252031,Caution Base Acceleration,Bogie 2,Vertical,0.700530108,Down,103.3984124,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22209,223.71,-37.8756898,144.7250778,103.1599727,23/10/2015,1,-37.8756898,144.7250778,Caution Base Acceleration,Bogie 1,Vertical,-0.681665033,Down,103.1599727,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22229,223.91,-37.8756898,144.7250778,103.0703871,23/10/2015,1,-37.8756898,144.7250778,Base Acceleration,Bogie 2,Vertical,0.812281392,Down,103.0703871,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22279,224.41,-37.8757526,144.7248283,103.2832121,23/10/2015,1,-37.8757526,144.7248283,Caution Average Peak to Peak,Bogie 2,Vertical,0.472687918,Down,103.2832121,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22307,224.69,-37.8757526,144.7248283,103.3224578,23/10/2015,1,-37.8757526,144.7248283,Average Peak to Peak,Bogie 2,Vertical,0.512555357,Down,103.3224578,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22308,224.69,-37.8757526,144.7248283,103.3224578,23/10/2015,1,-37.8757526,144.7248283,Caution Average Peak to Peak,Bogie 1,Vertical,0.430788658,Down,103.3224578,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22400,225.61,-37.875848,144.7244572,102.9491014,23/10/2015,1,-37.875848,144.7244572,Average Peak to Peak,Bogie 1,Vertical,0.500870339,Down,102.9491014,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22449,226.1,-37.8758797,144.724334,103.1988769,23/10/2015,1,-37.8758797,144.724334,Average Peak to Peak,Bogie 2,Vertical,0.719117646,Down,103.1988769,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22542,227.03,-37.8759418,144.7240866,102.8274999,23/10/2015,1,-37.8759418,144.7240866,Caution Average Peak to Peak,Bogie 1,Vertical,0.499708866,Down,102.8274999,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22551,227.12,-37.8759418,144.7240866,102.8079841,23/10/2015,1,-37.8759418,144.7240866,Caution Base Acceleration,Bogie 2,Vertical,0.776940501,Down,102.8079841,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22552,227.13,-37.8759418,144.7240866,102.8057841,23/10/2015,1,-37.8759418,144.7240866,Base Acceleration,Bogie 2,Vertical,0.817551136,Down,102.8057841,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22570,227.31,-37.8759724,144.7239628,102.7580056,23/10/2015,1,-37.8759724,144.7239628,Caution Base Acceleration,Bogie 1,Vertical,-0.740779188,Down,102.7580056,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22571,227.32,-37.8759724,144.7239628,102.75485,23/10/2015,1,-37.8759724,144.7239628,Base Acceleration,Bogie 1,Vertical,-0.822533585,Down,102.75485,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22603,227.64,-37.8760032,144.7238394,102.6874795,23/10/2015,1,-37.8760032,144.7238394,Average Peak to Peak,Bogie 2,Vertical,0.701282045,Down,102.6874795,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22680,228.41,-37.8760675,144.7235931,102.7889427,23/10/2015,1,-37.8760675,144.7235931,Base Acceleration,Bogie 2,Vertical,-1.243216239,Down,102.7889427,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22681,228.42,-37.8760675,144.7235931,102.7793249,23/10/2015,1,-37.8760675,144.7235931,Caution Average Peak to Peak,Bogie 1,Vertical,0.478262847,Down,102.7793249,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22684,228.45,-37.8760675,144.7235931,102.7496814,23/10/2015,1,-37.8760675,144.7235931,Caution Base Acceleration,Bogie 2,Vertical,-0.696938753,Down,102.7496814,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22709,228.7,-37.8760675,144.7235931,102.5389741,23/10/2015,1,-37.8760675,144.7235931,Average Peak to Peak,Bogie 1,Vertical,0.502034738,Down,102.5389741,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22726,228.87,-37.8760998,144.7234691,102.5085375,23/10/2015,1,-37.8760998,144.7234691,Caution Base Acceleration,Bogie 1,Vertical,-0.722411338,Down,102.5085375,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22727,228.88,-37.8760998,144.7234691,102.5095708,23/10/2015,1,-37.8760998,144.7234691,Base Acceleration,Bogie 1,Vertical,-0.825254057,Down,102.5095708,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22766,229.27,-37.8761306,144.7233455,102.5407231,23/10/2015,1,-37.8761306,144.7233455,Average Peak to Peak,Bogie 2,Vertical,0.758684561,Down,102.5407231,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22843,230.04,-37.8761912,144.7230993,102.3356005,23/10/2015,1,-37.8761912,144.7230993,Average Peak to Peak,Bogie 1,Vertical,0.534505261,Down,102.3356005,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22923,230.84,-37.8762532,144.7228539,102.1584128,23/10/2015,1,-37.8762532,144.7228539,Average Peak to Peak,Bogie 2,Vertical,0.759639315,Down,102.1584128,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22952,231.13,-37.8762532,144.7228539,102.4502445,23/10/2015,1,-37.8762532,144.7228539,Caution Base Acceleration,Bogie 1,Vertical,-0.688127398,Down,102.4502445,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22986,231.47,-37.8762839,144.7227305,102.3572772,23/10/2015,1,-37.8762839,144.7227305,Caution Base Acceleration,Bogie 2,Vertical,0.713042032,Down,102.3572772,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
22987,231.48,-37.8762839,144.7227305,102.3428502,23/10/2015,1,-37.8762839,144.7227305,Base Acceleration,Bogie 2,Vertical,0.846461398,Down,102.3428502,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23009,231.7,-37.8763147,144.7226068,101.9727107,23/10/2015,1,-37.8763147,144.7226068,Average Peak to Peak,Bogie 1,Vertical,0.503117748,Down,101.9727107,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23062,232.23,-37.876346,144.7224837,101.879822,23/10/2015,1,-37.876346,144.7224837,Base Acceleration,Bogie 1,Vertical,-0.827872709,Down,101.879822,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23080,232.41,-37.876377,144.7223613,101.9908197,23/10/2015,1,-37.876377,144.7223613,Caution Base Acceleration,Bogie 1,Vertical,-0.702724929,Down,101.9908197,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23082,232.43,-37.876377,144.7223613,101.9988131,23/10/2015,1,-37.876377,144.7223613,Average Peak to Peak,Bogie 2,Vertical,0.714135601,Down,101.9988131,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23121,232.82,-37.8764065,144.7222397,102.0075517,23/10/2015,1,-37.8764065,144.7222397,Caution Average Peak to Peak,Bogie 1,Vertical,0.497585023,Down,102.0075517,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23122,232.82,-37.8764065,144.7222397,102.0075517,23/10/2015,1,-37.8764065,144.7222397,Caution Base Acceleration,Bogie 2,Vertical,0.710905259,Down,102.0075517,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23210,233.7,-37.876467,144.7219945,101.769424,23/10/2015,1,-37.876467,144.7219945,Base Acceleration,Bogie 2,Vertical,-0.820789463,Down,101.769424,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23239,233.99,-37.876467,144.7219945,101.5275895,23/10/2015,1,-37.876467,144.7219945,Base Acceleration,Bogie 1,Vertical,-0.833923847,Down,101.5275895,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23240,234,-37.876498,144.7218725,101.5254935,23/10/2015,1,-37.876498,144.7218725,Average Peak to Peak,Bogie 2,Vertical,0.688840638,Down,101.5254935,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23242,234.02,-37.876498,144.7218725,101.5231483,23/10/2015,1,-37.876498,144.7218725,Caution Base Acceleration,Bogie 1,Vertical,-0.706082201,Down,101.5231483,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23287,234.47,-37.8765288,144.7217496,101.9456248,23/10/2015,1,-37.8765288,144.7217496,Caution Base Acceleration,Bogie 2,Vertical,-0.780281377,Down,101.9456248,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23288,234.48,-37.8765288,144.7217496,101.9547858,23/10/2015,1,-37.8765288,144.7217496,Caution Average Peak to Peak,Bogie 1,Vertical,0.489518135,Down,101.9547858,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23405,235.65,-37.8766205,144.7213841,101.0662373,23/10/2015,1,-37.8766205,144.7213841,Average Peak to Peak,Bogie 2,Vertical,0.559436997,Down,101.0662373,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23444,236.04,-37.8766517,144.7212621,101.2919813,23/10/2015,1,-37.8766517,144.7212621,Caution Average Peak to Peak,Bogie 1,Vertical,0.438873627,Down,101.2919813,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23522,236.82,-37.8767101,144.7210196,100.6592221,23/10/2015,1,-37.8767101,144.7210196,Caution Average Peak to Peak,Bogie 2,Vertical,0.498321393,Down,100.6592221,Werribee,1,2,23/10/2015,100-110,Hoppers Crossing Station,2,1
23972,241.32,-37.8770476,144.7196905,99.5701339,23/10/2015,1,-37.8772282,144.7196905,Caution Average Peak to Peak,Bogie 2,Vertical,0.427101828,Down,99.5701339,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24050,242.1,-37.8771087,144.7194511,99.24606163,23/10/2015,1,-37.8771087,144.7194511,Caution Base Acceleration,Bogie 2,Vertical,0.719478611,Down,99.24606163,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24069,242.29,-37.8771087,144.7194511,99.35924068,23/10/2015,1,-37.8771087,144.7194511,Caution Base Acceleration,Bogie 1,Vertical,-0.719845242,Down,99.35924068,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24201,243.61,-37.8772282,144.7189727,99.33888501,23/10/2015,1,-37.8772282,144.7189727,Caution Base Acceleration,Bogie 2,Vertical,0.689045481,Down,99.33888501,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
24203,243.63,-37.8772282,144.7189727,99.28355129,23/10/2015,1,-37.8773495,144.7189727,Caution Average Peak to Peak,Bogie 2,Vertical,0.426519795,Down,99.28355129,Werribee,1,2,23/10/2015,90-100,Hoppers Crossing Station,2,1
