Time,Speed,Date Route,Analysis Type,Accelerometer Location,Route,Exceedence Instance,Series_y,Date Exc,Speed Bracket,Nearest Station,Series,Run
741.92,48.37567768,29/10/2015,GPS,GPS,,,,,GPS,,1,2
747.19,50.69000364,29/10/2015,GPS,GPS,,,,,GPS,,1,2
752.46,53.19630228,29/10/2015,GPS,GPS,,,,,GPS,,1,2
757.73,55.69195924,29/10/2015,GPS,GPS,,,,,GPS,,1,2
763,58.3109856,29/10/2015,GPS,GPS,,,,,GPS,,1,2
768.27,59.63194058,29/10/2015,GPS,GPS,,,,,GPS,,1,2
773.54,62.967757,29/10/2015,GPS,GPS,,,,,GPS,,1,2
778.81,62.68738551,29/10/2015,GPS,GPS,,,,,GPS,,1,2
784.08,64.06147417,29/10/2015,GPS,GPS,,,,,GPS,,1,2
789.35,64.45796872,29/10/2015,GPS,GPS,,,,,GPS,,1,2
794.62,64.79983032,29/10/2015,GPS,GPS,,,,,GPS,,1,2
799.89,65.19651881,29/10/2015,GPS,GPS,,,,,GPS,,1,2
805.16,65.76530259,29/10/2015,GPS,GPS,,,,,GPS,,1,2
810.43,66.14668669,29/10/2015,GPS,GPS,,,,,GPS,,1,2
815.7,66.57481189,29/10/2015,GPS,GPS,,,,,GPS,,1,2
820.97,67.07764836,29/10/2015,GPS,GPS,,,,,GPS,,1,2
826.24,69.29671573,29/10/2015,GPS,GPS,,,,,GPS,,1,2
831.51,73.60340321,29/10/2015,GPS,GPS,,,,,GPS,,1,2
836.78,77.97647499,29/10/2015,GPS,GPS,,,,,GPS,,1,2
840.79,79.46934187,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,70-80,Newport,2,2
842.05,79.2072486,29/10/2015,GPS,GPS,,,,,GPS,,1,2
847.32,77.92983859,29/10/2015,GPS,GPS,,,,,GPS,,1,2
852.59,78.03680573,29/10/2015,GPS,GPS,,,,,GPS,,1,2
852.83,78.13084935,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,70-80,Newport,2,2
857.3,77.38557234,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,70-80,Newport,2,2
857.86,78.40869539,29/10/2015,GPS,GPS,,,,,GPS,,1,2
863.13,76.8737454,29/10/2015,GPS,GPS,,,,,GPS,,1,2
863.61,77.06677166,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,70-80,Newport,2,2
863.71,77.07141239,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,70-80,Newport,2,2
863.82,77.04083107,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,70-80,Newport,2,2
865.52,76.6964208,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,70-80,Seaholme,2,2
868.4,76.52283799,29/10/2015,GPS,GPS,,,,,GPS,,1,2
873.67,76.27470927,29/10/2015,GPS,GPS,,,,,GPS,,1,2
878.94,78.21090123,29/10/2015,GPS,GPS,,,,,GPS,,1,2
881.58,80.12925658,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,80-90,Seaholme,2,2
881.67,80.16125948,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,80-90,Seaholme,2,2
881.68,80.16689623,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,80-90,Seaholme,2,2
884.21,81.69166045,29/10/2015,GPS,GPS,,,,,GPS,,1,2
889.48,84.56863078,29/10/2015,GPS,GPS,,,,,GPS,,1,2
894.75,87.20402428,29/10/2015,GPS,GPS,,,,,GPS,,1,2
900.02,89.78206593,29/10/2015,GPS,GPS,,,,,GPS,,1,2
905.29,92.33424296,29/10/2015,GPS,GPS,,,,,GPS,,1,2
910.56,96.42442373,29/10/2015,GPS,GPS,,,,,GPS,,1,2
915.83,96.09886012,29/10/2015,GPS,GPS,,,,,GPS,,1,2
920.84,98.497753,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,90-100,Seaholme,2,2
921.1,98.57536518,29/10/2015,GPS,GPS,,,,,GPS,,1,2
921.25,98.55925673,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,90-100,Seaholme,2,2
926.37,99.82390109,29/10/2015,GPS,GPS,,,,,GPS,,1,2
931.64,101.8024332,29/10/2015,GPS,GPS,,,,,GPS,,1,2
932.74,101.9891758,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Seaholme,2,2
932.94,102.0017637,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Seaholme,2,2
935.25,102.8854306,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Seaholme,2,2
936.91,103.4525951,29/10/2015,GPS,GPS,,,,,GPS,,1,2
939.02,104.33373,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Seaholme,2,2
942.18,105.2977104,29/10/2015,GPS,GPS,,,,,GPS,,1,2
944,105.5202242,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
945.88,105.4590929,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
947.15,106.0321679,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,2
947.22,106.0706307,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
947.3,106.1125801,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
947.32,106.1222083,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,2
947.45,106.167933,29/10/2015,GPS,GPS,,,,,GPS,,1,2
950.42,106.3785233,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
950.89,106.9549909,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,2
950.97,106.9706344,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
952.64,106.9912141,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
952.72,106.962054,29/10/2015,GPS,GPS,,,,,GPS,,1,2
953.76,107.428552,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
954.07,107.482741,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
955.66,107.5253645,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
955.86,107.8759554,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
955.86,107.8759554,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,2
957.98,107.2234095,29/10/2015,GPS,GPS,,,,,GPS,,1,2
962.76,108.8022073,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
962.98,108.4228304,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,2
963.07,108.0711406,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
963.25,107.3026128,29/10/2015,GPS,GPS,,,,,GPS,,1,2
964.47,108.0484044,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
964.82,108.419824,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
964.91,108.6453859,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
964.92,108.6724225,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,2
965.33,109.2719856,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,2
965.91,108.1377975,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
966.28,108.5510264,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,2
966.28,108.5510264,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
966.29,108.5646014,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
967.32,109.3737911,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,2
968.51,109.2210248,29/10/2015,GPS,GPS,,,,,GPS,,1,2
973.78,110.5970902,29/10/2015,GPS,GPS,,,,,GPS,,1,2
974.73,110.7665082,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,2
975.89,111.1015427,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,2
975.9,111.1090684,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Altona,2,2
976.08,111.2498783,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,2
977.14,111.204311,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,2
978.35,111.787733,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,2
979.05,111.9908022,29/10/2015,GPS,GPS,,,,,GPS,,1,2
979.39,111.8244724,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,2
979.61,111.7579964,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,2
979.62,111.7565973,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,2
979.62,111.7565973,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Altona,2,2
979.63,111.7553266,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Altona,2,2
980.7,112.2471336,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
982.03,112.4276561,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
984.31,112.3823051,29/10/2015,GPS,GPS,,,,,GPS,,1,2
989.58,113.0973859,29/10/2015,GPS,GPS,,,,,GPS,,1,2
994.27,113.3346785,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
994.28,113.3316093,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
994.29,113.3287674,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
994.46,113.3106445,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
994.85,113.4042677,29/10/2015,GPS,GPS,,,,,GPS,,1,2
995.35,113.6462773,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
996.67,113.5586464,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
997.47,113.6248164,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
998.23,113.6124846,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
998.31,113.590916,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
998.95,113.7496345,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1000.12,113.8137307,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1000.25,113.763264,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1000.43,113.6983503,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1001.7,113.6353006,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1002.57,113.6694716,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1002.98,113.8388855,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1002.99,113.8438473,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1003.08,113.8822283,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1003.17,113.9060748,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1003.92,113.874036,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1004.31,113.9334588,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1004.31,113.9334588,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1004.51,113.9709909,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1004.75,113.9991633,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1005.38,114.2610691,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1005.87,114.1711765,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1006.52,113.9505997,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1007.28,114.0662586,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1008.66,113.9845045,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1008.76,114.0391111,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1008.84,114.0963907,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1008.85,114.1039673,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1008.97,114.19314,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1010.08,114.1640819,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1010.08,114.1640819,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1010.28,114.0206502,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1010.64,114.0997201,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1010.84,114.1942793,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1010.86,114.1955061,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1010.86,114.1955061,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1010.94,114.1799009,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1011.66,113.6761337,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1012.23,114.2230161,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1012.26,114.2439623,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1012.6,114.219822,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1012.61,114.2110732,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1012.8,113.988367,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1013.1,113.7007862,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1013.44,113.834221,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1013.84,114.1357294,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1013.86,114.1467762,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1013.88,114.1574334,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1014.43,114.1769611,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1014.43,114.1769611,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1015.3,114.0771304,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1015.64,113.9794894,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1015.89,114.0697842,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1016.52,114.1551267,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1016.71,114.1048397,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1016.72,114.1030348,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1016.82,114.0897118,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1016.93,114.0829922,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1018.37,114.1064822,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1018.4,114.0806917,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1018.41,114.0723826,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1019.65,114.0908964,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1021.16,114.2695748,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1022.12,114.7948879,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1022.14,114.8220426,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1022.21,114.9037093,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1022.33,114.9656897,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1026.43,114.9400382,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1031.05,115.5023227,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1031.06,115.5027415,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1031.54,115.4649595,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1031.63,115.4042861,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1031.64,115.3965174,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1031.7,115.3469975,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1032.87,115.3583715,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1034.13,114.9896539,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1036.83,114.6588698,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1036.92,114.5678309,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1036.97,114.5147675,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1038.04,114.3747644,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1038.06,114.3500729,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1038.26,114.1748371,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1038.65,114.4218766,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1038.83,114.5175681,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1039.04,114.3476832,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1039.49,113.7130329,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1039.5,113.7073813,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1039.58,113.6793341,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1040.45,113.1770295,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1040.54,113.1168444,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1040.87,113.39632,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1041.15,113.713968,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1041.86,112.7359495,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1041.86,112.7359495,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1042.23,112.8370601,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1042.29,112.9115465,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1042.46,113.1084148,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1043.24,112.7115924,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1044.34,112.3943857,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1044.41,112.3566625,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1044.42,112.352054,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1044.5,112.3229844,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1044.66,112.3061354,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1045.63,112.4879874,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1046.66,112.0041246,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1047.5,111.9411721,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1047.74,111.923699,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1048.96,111.3808014,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1049.07,111.3893651,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1049.54,111.3408584,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1049.55,111.3381377,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1049.78,111.2734186,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1049.88,111.2436978,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1050.25,111.1623727,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1051.25,111.1077692,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1051.67,111.167076,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1052.66,111.2931343,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1052.66,111.2931343,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1052.76,111.2319197,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1052.95,111.1018417,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1054.22,111.610389,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1054.4,111.3971767,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1054.43,111.3616367,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1054.44,111.3501491,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1054.62,111.198218,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1055.65,111.7636711,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1056.15,111.8222858,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1056.93,111.5701139,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1057.11,111.67003,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1058.03,111.8378195,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1060.07,112.3512311,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1062.15,112.5945171,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
1063.3,112.7052113,29/10/2015,GPS,GPS,,,,,GPS,,1,2
1063.72,112.8722639,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,2
