Time,Speed,Date Route,Analysis Type,Accelerometer Location,Route,Exceedence Instance,Series_y,Date Exc,Speed Bracket,Nearest Station,Series,Run
5010.24,80.62697658,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5015.51,74.29010787,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5020.78,69.34386892,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5026.05,67.52657971,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5031.32,65.825325,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5036.59,58.80210183,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5041.86,48.68879302,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5047.13,38.69612195,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5052.4,22.99501992,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5057.67,5.176285966,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5062.94,0.666297563,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5068.21,0.618734082,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5073.48,0.563658682,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5078.75,0.473025164,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5084.02,6.149929093,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5089.29,19.22846383,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5094.56,32.26182549,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5099.83,44.20609415,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5105.1,53.94173524,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5110.37,59.45141883,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5115.64,64.56595354,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5120.91,69.21154216,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5126.18,68.5006133,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5131.45,60.24922189,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5136.72,50.36220433,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5141.99,38.20775644,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5147.26,27.55961528,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5152.53,14.55724589,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5157.8,2.565827491,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5163.07,0.428148376,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5168.34,0.77799263,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5173.61,0.624205729,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5178.88,0.729145242,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5184.15,8.331170158,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5189.42,24.48759408,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5194.69,41.22969061,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5199.96,54.25716988,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5205.23,63.35308669,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5210.5,70.61841468,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5215.77,74.87913279,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5221.04,74.42330436,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5226.31,71.62404588,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5231.58,65.05698644,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5236.85,55.56359922,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5242.12,40.13300645,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5247.39,23.93524635,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5252.66,8.950733547,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5257.93,1.291456973,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5263.2,0.791392485,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5268.47,0.480655447,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5273.74,0.290162961,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5279.01,0.533581135,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5284.28,0.430470521,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5289.55,0.776228032,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5294.82,3.365190673,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5300.09,19.56933865,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5305.36,35.21501732,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5310.63,50.16645133,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5315.9,60.92098356,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5321.17,65.46257709,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5326.44,72.12837365,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5331.71,76.44419302,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5336.98,78.47148248,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5342.25,82.28995869,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5347.52,84.75578123,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5352.79,83.9007734,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5358.06,82.29468322,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5363.33,80.60349765,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5368.6,77.48886844,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5373.87,74.63164158,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5379.14,71.65362975,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5384.41,67.23845664,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5389.68,63.08132606,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5394.95,58.61347822,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5400.22,51.77165949,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5405.49,45.50693917,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5410.76,34.86605394,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5416.03,19.06409549,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5421.3,5.20357952,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5426.57,0.536386398,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5431.84,0.502424739,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5437.11,0.671299605,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5442.38,0.497694429,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5447.65,0.531535056,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5452.92,7.49300214,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5458.19,22.25356991,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5463.46,36.27212457,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5468.73,48.62484234,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5474,56.57573648,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5479.27,61.7402805,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5484.54,61.07127699,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5489.81,60.53228779,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5495.08,60.34097693,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5500.35,56.16099747,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5505.62,54.49477658,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5510.89,56.31019777,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5516.16,56.33009042,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5521.43,56.58648663,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5526.7,59.16162372,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5531.97,57.62274429,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5537.24,56.30717202,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5542.51,55.49970733,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5547.78,52.72589014,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5553.05,51.05956625,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5558.32,49.56858608,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5563.59,43.47832158,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5568.86,38.99655124,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5574.13,34.02405916,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5579.4,23.97347307,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5584.67,15.11605287,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5589.94,5.720865676,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5595.21,1.450457626,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5600.48,1.484237071,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5605.75,3.006717405,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5611.02,1.206579717,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5616.29,1.711334449,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5621.56,2.00116775,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5626.83,1.783592569,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5632.1,0.672413965,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5637.37,4.906923888,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5642.64,21.77202326,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5647.91,24.46478163,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5653.18,30.18681502,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5658.45,29.01339128,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5663.72,29.25747048,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5668.99,28.22257976,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5674.26,30.1383825,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5679.53,38.034364,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5684.8,45.94772887,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5690.07,44.67135799,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5695.34,43.36802269,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5700.61,42.14632975,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5705.88,42.20361449,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5711.15,42.4919002,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5716.42,44.32713947,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5721.69,44.41416094,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5726.96,43.48591164,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5732.23,43.12043552,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5737.5,37.871218,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5742.77,38.45490554,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5748.04,34.14343483,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5753.31,34.14141106,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5758.58,34.01053633,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5763.85,33.52937067,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5769.12,34.93142784,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5774.39,34.36622645,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5779.66,23.5603949,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5784.93,17.72881567,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5790.2,16.9693479,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5795.47,4.134515591,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5800.74,4.545217507,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5806.01,4.994388241,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5811.28,2.676596905,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5816.55,0.600132268,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5821.82,1.354048809,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5827.09,2.85230583,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5832.36,5.816282675,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5837.63,4.250840958,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5842.9,6.003939446,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5848.17,5.511345564,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5853.44,21.13892478,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5858.71,0.000512237,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5863.98,-0.018974317,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5869.25,23.50054009,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5874.52,33.20227716,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5879.79,28.90031396,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5885.06,32.01050884,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5890.33,37.58259876,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5895.6,43.63451187,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5900.87,42.35266063,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5906.14,37.76555053,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5911.41,34.71011738,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5916.68,34.22529542,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5921.95,33.29972366,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5927.22,33.24067376,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5932.49,32.7239777,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5937.76,33.01514607,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5943.03,34.03788849,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5948.3,32.79741548,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5953.57,29.12102225,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5958.84,21.53281641,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5964.11,21.64990247,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5969.38,23.31460751,29/10/2015,GPS,GPS,,,,,GPS,,1,2
5974.65,24.84426682,29/10/2015,GPS,GPS,,,,,GPS,,1,2
2.98,66.04746932,29/10/2015,GPS,GPS,,,,,GPS,,1,3
8.25,63.91805415,29/10/2015,GPS,GPS,,,,,GPS,,1,3
13.52,64.68449501,29/10/2015,GPS,GPS,,,,,GPS,,1,3
18.79,65.89750098,29/10/2015,GPS,GPS,,,,,GPS,,1,3
24.06,66.0484536,29/10/2015,GPS,GPS,,,,,GPS,,1,3
29.33,63.25695599,29/10/2015,GPS,GPS,,,,,GPS,,1,3
34.6,62.57241191,29/10/2015,GPS,GPS,,,,,GPS,,1,3
39.87,62.94141741,29/10/2015,GPS,GPS,,,,,GPS,,1,3
45.14,63.4743089,29/10/2015,GPS,GPS,,,,,GPS,,1,3
50.41,63.57766717,29/10/2015,GPS,GPS,,,,,GPS,,1,3
55.68,64.71705449,29/10/2015,GPS,GPS,,,,,GPS,,1,3
60.95,68.49211593,29/10/2015,GPS,GPS,,,,,GPS,,1,3
66.22,73.57632659,29/10/2015,GPS,GPS,,,,,GPS,,1,3
71.49,73.82977039,29/10/2015,GPS,GPS,,,,,GPS,,1,3
76.76,73.24587126,29/10/2015,GPS,GPS,,,,,GPS,,1,3
82.03,72.31936491,29/10/2015,GPS,GPS,,,,,GPS,,1,3
87.3,72.10031348,29/10/2015,GPS,GPS,,,,,GPS,,1,3
90.24,70.41711705,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,70-80,Newport,2,3
92.57,70.42445591,29/10/2015,GPS,GPS,,,,,GPS,,1,3
97.84,68.95276964,29/10/2015,GPS,GPS,,,,,GPS,,1,3
103.11,67.6331999,29/10/2015,GPS,GPS,,,,,GPS,,1,3
108.38,66.5853584,29/10/2015,GPS,GPS,,,,,GPS,,1,3
113.65,66.31382979,29/10/2015,GPS,GPS,,,,,GPS,,1,3
118.92,68.99057371,29/10/2015,GPS,GPS,,,,,GPS,,1,3
124.19,72.96988348,29/10/2015,GPS,GPS,,,,,GPS,,1,3
129.46,76.95393757,29/10/2015,GPS,GPS,,,,,GPS,,1,3
134.73,80.34155142,29/10/2015,GPS,GPS,,,,,GPS,,1,3
140,83.22107962,29/10/2015,GPS,GPS,,,,,GPS,,1,3
141.48,83.90933904,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,80-90,Seaholme,2,3
141.58,83.92673499,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,80-90,Seaholme,2,3
145.27,86.26160744,29/10/2015,GPS,GPS,,,,,GPS,,1,3
150.54,88.37712728,29/10/2015,GPS,GPS,,,,,GPS,,1,3
155.81,91.05070305,29/10/2015,GPS,GPS,,,,,GPS,,1,3
160.22,93.10382335,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,90-100,Seaholme,2,3
160.23,93.10604147,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,90-100,Seaholme,2,3
160.43,93.16714666,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,90-100,Seaholme,2,3
161.08,93.43093877,29/10/2015,GPS,GPS,,,,,GPS,,1,3
162.88,94.23917268,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,90-100,Seaholme,2,3
166.35,95.51056439,29/10/2015,GPS,GPS,,,,,GPS,,1,3
171.62,97.77026296,29/10/2015,GPS,GPS,,,,,GPS,,1,3
172.69,98.47881276,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,90-100,Seaholme,2,3
175.29,99.27552655,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,90-100,Seaholme,2,3
176.89,99.8347839,29/10/2015,GPS,GPS,,,,,GPS,,1,3
177.44,100.1885416,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Seaholme,2,3
178.99,100.7009149,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Seaholme,2,3
179.19,100.9345537,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Seaholme,2,3
179.2,100.9493792,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Seaholme,2,3
180.91,101.5278932,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
182.16,102.0229163,29/10/2015,GPS,GPS,,,,,GPS,,1,3
184.32,102.6295906,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
185.42,102.7129567,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
186.26,102.9339514,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
187.43,103.3327009,29/10/2015,GPS,GPS,,,,,GPS,,1,3
187.64,103.3507881,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
187.65,103.3478389,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
187.67,103.341266,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
187.74,103.3133235,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
190.91,104.0895003,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
191.38,103.5909815,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
191.42,103.576261,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
191.47,103.5710883,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
192.7,104.3587938,29/10/2015,GPS,GPS,,,,,GPS,,1,3
193.77,104.630367,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
194.25,104.4200219,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
194.33,104.3894064,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
196.27,105.0534328,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
196.28,105.0557711,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
196.29,105.0577647,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
197.97,105.014897,29/10/2015,GPS,GPS,,,,,GPS,,1,3
203.24,106.0706662,29/10/2015,GPS,GPS,,,,,GPS,,1,3
203.52,105.9607067,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
203.53,105.9512092,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
204.21,106.5676409,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
205.52,105.1695116,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
205.53,105.1658231,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
205.61,105.1785463,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
205.61,105.1785463,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
205.72,105.3285265,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
206.89,106.5458491,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
206.9,106.5355605,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
207.1,106.4656846,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
208.5,106.8952307,29/10/2015,GPS,GPS,,,,,GPS,,1,3
213.77,108.738871,29/10/2015,GPS,GPS,,,,,GPS,,1,3
213.8,108.7478221,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
215.68,109.0436616,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
216.86,109.3001331,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
217.06,109.2718021,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
217.26,109.0873156,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
218.21,109.7054021,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,100-110,Altona,2,3
218.4,109.6873166,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,100-110,Altona,2,3
219.04,110.0091212,29/10/2015,GPS,GPS,,,,,GPS,,1,3
219.47,110.2315959,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,3
220.64,110.0490446,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,3
220.66,110.0591132,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Altona,2,3
220.86,110.2150616,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Altona,2,3
220.88,110.2342148,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Altona,2,3
221.14,110.4868799,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
222.72,110.6397025,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
224.31,110.7523495,29/10/2015,GPS,GPS,,,,,GPS,,1,3
229.58,111.3798858,29/10/2015,GPS,GPS,,,,,GPS,,1,3
234.85,111.7085467,29/10/2015,GPS,GPS,,,,,GPS,,1,3
235.5,112.1554595,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
235.51,112.1596105,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
235.51,112.1596105,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
235.52,112.1633817,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
236.68,112.3318352,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
237.73,111.927297,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
237.84,111.9330409,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
238.66,112.8427584,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
238.74,112.7903587,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
239.41,112.4900175,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
239.49,112.4403902,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
239.49,112.4403902,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
239.51,112.4262929,29/10/2015,Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
239.68,112.295063,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
240.1,112.1903896,29/10/2015,GPS,GPS,,,,,GPS,,1,3
240.71,112.7211533,29/10/2015,Caution Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
241.56,112.5884061,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
241.64,112.5815629,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
241.72,112.5992373,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
241.73,112.6031708,29/10/2015,Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
243.1,112.7770443,29/10/2015,Average Peak to Peak,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
243.11,112.7823222,29/10/2015,Caution Average Peak to Peak,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
243.7,112.8572639,29/10/2015,Caution Base Acceleration,Bogie 2,Werribee,1,2,29/10/2015,110-120,Westona,2,3
243.89,112.8471358,29/10/2015,Caution Base Acceleration,Bogie 1,Werribee,1,2,29/10/2015,110-120,Westona,2,3
