GPS files created from Werribee_Route_29th_3.csv
Analysis type:,Fourier Analysis
Latitude,Longitude,Analysis Type,Accelerometer Location,Direction,Value,Frequency(Hz),Time,Speed
-37.8894669963,144.685845286,Base Acceleration,Bogie 2,Vertical,1.03952270855,N/A,1948.52,102.201106087
-37.8888821963,144.687283286,Base Acceleration,Bogie 2,Vertical,0.816834306156,N/A,1953.71,101.31679807
-37.8764737963,144.721781686,Base Acceleration,Bogie 2,Vertical,0.811709059144,N/A,2186.73,91.7379463005
-37.8732007963,144.734729986,Base Acceleration,Bogie 2,Vertical,0.804965730467,N/A,2230.97,98.7202626404
-37.8727803963,144.736385586,Base Acceleration,Bogie 2,Vertical,0.82960980575,N/A,2236.44,97.1851152476
-37.8582364963,144.793969286,Base Acceleration,Bogie 2,Vertical,0.846155979567,N/A,2686.32000001,100.826331805
-37.8574302963,144.797144086,Base Acceleration,Bogie 2,Vertical,0.820003199751,N/A,2696.65000001,102.375172849
-37.8567611963,144.799805286,Base Acceleration,Bogie 2,Vertical,0.805598615992,N/A,2705.19000001,103.257706572
-37.8564334963,144.801111686,Base Acceleration,Bogie 2,Vertical,0.80183086302,N/A,2709.51000001,103.535854792
-37.8527525963,144.815690786,Base Acceleration,Bogie 2,Vertical,-0.854671361626,N/A,2754.76000001,111.862437205
-37.8526317963,144.816160086,Base Acceleration,Bogie 2,Vertical,0.87689225078,N/A,2755.99000001,112.516933034
-37.8525114963,144.816632586,Base Acceleration,Bogie 2,Vertical,0.805112350914,N/A,2757.54000001,112.578242438
-37.8524004463,144.817073936,Base Acceleration,Bogie 2,Vertical,-1.59003028732,N/A,2758.77000001,112.782342151
-37.8518733963,144.819147986,Base Acceleration,Bogie 2,Vertical,0.884346944912,N/A,2764.95000001,113.563584318
-37.8515443963,144.820451986,Base Acceleration,Bogie 2,Vertical,0.811955067071,N/A,2768.66000001,114.235413397
-37.8514072963,144.821004086,Base Acceleration,Bogie 2,Vertical,0.901262441285,N/A,2770.33000001,114.588373033
-37.8512853963,144.821487186,Base Acceleration,Bogie 2,Vertical,0.899471351748,N/A,2771.59000001,115.038412772
-37.8500426963,144.826405186,Base Acceleration,Bogie 2,Vertical,-0.86635568264,N/A,2786.07000001,111.462871479
-37.8499316963,144.826880686,Base Acceleration,Bogie 2,Vertical,-0.899960101132,N/A,2787.41000001,110.996662116
-37.8498120963,144.827347486,Base Acceleration,Bogie 2,Vertical,-1.10406127492,N/A,2788.78000001,110.640494964
-37.8488876963,144.831026986,Base Acceleration,Bogie 2,Vertical,0.818568023827,N/A,2800.00000001,108.00387619
-37.8485706963,144.832258486,Base Acceleration,Bogie 2,Vertical,0.897342359717,N/A,2803.81000001,107.629007803
-37.8484224963,144.832839286,Base Acceleration,Bogie 2,Vertical,0.805090127309,N/A,2805.69000001,107.441303551
-37.8482734963,144.833419586,Base Acceleration,Bogie 2,Vertical,-0.805019965571,N/A,2807.47000001,107.666760382
-37.8480218963,144.834452586,Base Acceleration,Bogie 2,Vertical,0.816499199772,N/A,2810.67000001,106.675506136
-37.8478916963,144.834962186,Base Acceleration,Bogie 2,Vertical,0.81969332284,N/A,2812.22000001,106.484817974
-37.8476148963,144.836040886,Base Acceleration,Bogie 2,Vertical,0.816136732843,N/A,2815.61000002,105.290644818
